,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
9,1628470,2022-23,00,1610612756,PHX,32.0,79,60,1948.0,228,500,0.456,100,253,0.395,32,45,0.711,145,281,426,117,50,62,73,179,588
7,1626164,2022-23,00,1610612756,PHX,26.0,53,53,1835.0,527,1067,0.494,111,316,0.351,306,358,0.855,46,194,240,293,51,18,145,159,1471
4,1629006,2022-23,00,1610612756,PHX,24.0,72,26,1351.0,162,414,0.391,66,197,0.335,139,192,0.724,109,142,251,105,56,34,63,114,529
17,101108,2022-23,00,1610612756,PHX,38.0,59,59,1889.0,294,668,0.44,98,261,0.375,133,160,0.831,27,224,251,524,91,22,114,126,819
12,203082,2022-23,00,1610612753,ORL,32.0,42,9,944.0,129,299,0.431,61,160,0.381,15,20,0.75,10,75,85,54,25,8,37,53,334
13,203082,2022-23,00,1610612756,PHX,32.0,21,0,386.0,71,166,0.428,34,98,0.347,12,14,0.857,12,57,69,41,10,2,6,44,188
14,203082,2022-23,00,0,TOT,32.0,63,9,1331.0,200,465,0.43,95,258,0.368,27,34,0.794,22,132,154,95,35,10,43,97,522
5,1627814,2022-23,00,1610612756,PHX,30.0,74,5,1506.0,200,452,0.442,110,247,0.445,94,104,0.904,39,186,225,99,30,7,78,118,604
1,1629111,2022-23,00,1610612756,PHX,27.0,69,4,979.0,178,337,0.528,21,84,0.25,79,105,0.752,119,161,280,68,16,30,59,126,456
1,1630688,2022-23,00,1610612756,PHX,28.0,60,2,915.0,84,227,0.37,57,173,0.329,26,31,0.839,45,94,139,53,38,22,22,117,251
6,1629013,2022-23,00,1610612756,PHX,26.0,40,9,807.0,113,300,0.377,75,199,0.377,45,51,0.882,11,56,67,93,26,5,36,61,346
11,1626166,2022-23,00,1610612756,PHX,28.0,48,15,968.0,188,453,0.415,68,185,0.368,49,64,0.766,12,94,106,214,33,8,81,88,493
11,202687,2022-23,00,1610612756,PHX,30.0,61,14,874.0,119,206,0.578,0,0,0.0,25,70,0.357,89,171,260,56,18,88,51,114,263
7,203933,2022-23,00,1610612751,BKN,29.0,26,0,490.0,102,200,0.51,16,48,0.333,27,33,0.818,13,59,72,29,15,7,17,45,247
8,203933,2022-23,00,1610612756,PHX,29.0,16,0,197.0,30,70,0.429,6,19,0.316,1,2,0.5,13,36,49,11,7,5,3,20,67
9,203933,2022-23,00,0,TOT,29.0,42,0,687.0,132,270,0.489,22,67,0.328,28,35,0.8,26,95,121,40,22,12,20,65,314
4,1629028,2022-23,00,1610612756,PHX,24.0,67,67,2035.0,522,887,0.589,7,24,0.292,152,200,0.76,172,495,667,115,37,53,120,190,1203
14,201142,2022-23,00,1610612751,BKN,34.0,39,39,1403.0,410,734,0.559,71,189,0.376,267,286,0.934,14,248,262,207,32,57,136,92,1158
15,201142,2022-23,00,1610612756,PHX,34.0,8,8,269.0,73,128,0.57,22,41,0.537,40,48,0.833,3,48,51,28,2,10,20,7,208
16,201142,2022-23,00,0,TOT,34.0,47,47,1672.0,483,862,0.56,93,230,0.404,307,334,0.919,17,296,313,235,34,67,156,99,1366
2,1630240,2022-23,00,1610612755,PHI,24.0,2,0,10.0,3,4,0.75,0,1,0.0,0,0,0.0,0,0,0,2,1,0,3,1,6
3,1630240,2022-23,00,1610612756,PHX,24.0,23,1,363.0,46,117,0.393,11,29,0.379,42,57,0.737,13,32,45,65,18,1,21,31,145
4,1630240,2022-23,00,0,TOT,24.0,25,1,374.0,49,121,0.405,11,30,0.367,42,57,0.737,13,32,45,67,19,1,24,32,151
3,1629647,2022-23,00,1610612760,OKC,23.0,36,1,555.0,71,158,0.449,18,45,0.4,36,65,0.554,29,93,122,32,19,29,22,35,196
4,1629647,2022-23,00,1610612756,PHX,23.0,7,0,61.0,12,25,0.48,2,8,0.25,2,5,0.4,5,11,16,6,3,5,5,9,28
5,1629647,2022-23,00,0,TOT,23.0,43,1,616.0,83,183,0.454,20,53,0.377,38,70,0.543,34,104,138,38,22,34,27,44,224
