,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203937,2014-15,00,1610612759,SAS,21.0,33,8,358.0,31,89,0.348,3,11,0.273,9,14,0.643,5,67,72,28,15,7,10,28,74
3,202695,2014-15,00,1610612759,SAS,24.0,64,64,2033.0,394,822,0.479,67,192,0.349,202,252,0.802,85,376,461,161,148,48,97,128,1057
7,201158,2014-15,00,1610612759,SAS,29.0,62,9,1388.0,199,470,0.423,86,230,0.374,84,99,0.848,26,131,157,94,31,3,61,85,568
3,202709,2014-15,00,1610612759,SAS,23.0,79,14,1444.0,207,411,0.504,16,44,0.364,105,143,0.734,44,148,192,188,46,17,67,105,535
5,201988,2014-15,00,1610612759,SAS,26.0,51,0,801.0,128,336,0.381,62,182,0.341,33,40,0.825,21,54,75,87,28,2,35,58,351
13,2225,2014-15,00,1610612759,SAS,33.0,68,68,1953.0,404,832,0.486,38,89,0.427,130,166,0.783,15,114,129,335,44,2,146,108,976
4,201965,2014-15,00,1610612759,SAS,28.0,51,0,383.0,55,95,0.579,0,0,0.0,27,36,0.75,37,80,117,14,8,8,26,60,137
5,201980,2014-15,00,1610612759,SAS,28.0,81,80,2312.0,322,738,0.436,191,457,0.418,111,127,0.874,54,289,343,158,101,87,93,163,946
10,2588,2014-15,00,1610612759,SAS,35.0,72,19,935.0,94,230,0.409,46,126,0.365,30,37,0.811,29,86,115,47,10,12,11,65,264
2,203382,2014-15,00,1610612759,SAS,28.0,70,17,1122.0,185,327,0.566,1,4,0.25,90,104,0.865,109,209,318,35,16,22,65,162,461
12,1938,2014-15,00,1610612759,SAS,37.0,70,0,1587.0,251,589,0.426,89,258,0.345,147,204,0.721,28,183,211,293,67,20,154,138,738
17,1495,2014-15,00,1610612759,SAS,39.0,77,77,2227.0,419,819,0.512,2,7,0.286,230,311,0.74,170,534,704,230,63,151,131,165,1070
4,201168,2014-15,00,1610612759,SAS,30.0,52,35,1030.0,169,303,0.558,0,0,0.0,90,120,0.75,91,161,252,78,35,37,60,103,428
15,2564,2014-15,00,1610612759,SAS,33.0,81,15,1984.0,291,632,0.46,54,169,0.32,72,93,0.774,78,270,348,233,36,23,126,148,708
5,202130,2014-15,00,1610612759,SAS,28.0,20,0,105.0,15,39,0.385,3,19,0.158,4,4,1.0,5,12,17,10,1,0,2,12,37
