,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
6,201949,2013-14,00,1610612763,MEM,27.0,52,4,956.0,143,308,0.464,22,87,0.253,76,90,0.844,60,106,166,111,42,57,66,102,384
5,201584,2013-14,00,1610612738,BOS,28.0,30,0,505.0,90,183,0.492,23,52,0.442,18,22,0.818,8,41,49,32,20,9,25,37,221
6,201584,2013-14,00,1610612763,MEM,28.0,49,47,1469.0,205,431,0.476,49,142,0.345,81,90,0.9,21,117,138,83,45,19,48,90,540
7,201584,2013-14,00,0,TOT,28.0,79,47,1973.0,295,614,0.48,72,194,0.371,99,112,0.884,29,158,187,115,65,28,73,127,761
9,2754,2013-14,00,1610612763,MEM,32.0,55,28,1278.0,204,413,0.494,11,47,0.234,76,121,0.628,79,129,208,94,90,19,90,121,495
6,201144,2013-14,00,1610612763,MEM,26.0,73,73,2446.0,463,1030,0.45,105,291,0.361,225,276,0.815,41,172,213,441,110,13,150,141,1256
0,201979,2013-14,00,1610612763,MEM,25.0,71,7,1173.0,142,311,0.457,19,61,0.311,44,72,0.611,23,114,137,207,66,8,101,117,347
15,2034,2013-14,00,1610612763,MEM,34.0,82,4,1707.0,213,443,0.481,107,233,0.459,46,56,0.821,30,177,207,130,26,5,77,95,579
11,2757,2013-14,00,1610612752,NYK,31.0,31,12,588.0,68,160,0.425,17,40,0.425,20,24,0.833,10,47,57,110,22,3,42,46,173
12,2757,2013-14,00,1610612763,MEM,31.0,10,0,55.0,10,18,0.556,2,2,1.0,5,6,0.833,0,2,2,6,1,1,5,4,27
13,2757,2013-14,00,0,TOT,31.0,41,12,643.0,78,178,0.438,19,42,0.452,25,30,0.833,10,49,59,116,23,4,47,50,200
3,202347,2013-14,00,1610612763,MEM,26.0,15,2,270.0,31,79,0.392,11,34,0.324,21,26,0.808,10,16,26,20,5,1,15,18,94
13,2419,2013-14,00,1610612763,MEM,34.0,76,76,1948.0,200,492,0.407,20,69,0.29,34,60,0.567,32,202,234,119,39,19,41,63,454
0,203479,2013-14,00,1610612763,MEM,22.0,21,0,162.0,16,39,0.41,5,11,0.455,2,2,1.0,4,19,23,6,4,2,11,23,39
4,202720,2013-14,00,1610612763,MEM,25.0,49,0,642.0,121,246,0.492,23,49,0.469,37,47,0.787,37,121,158,20,18,13,27,63,302
5,202334,2013-14,00,1610612763,MEM,25.0,63,4,956.0,155,290,0.534,0,0,0.0,47,89,0.528,92,168,260,27,17,43,40,114,357
5,201188,2013-14,00,1610612763,MEM,29.0,59,59,1970.0,336,711,0.473,2,11,0.182,185,241,0.768,84,340,424,215,59,76,111,150,859
7,201585,2013-14,00,1610612763,MEM,25.0,80,22,1349.0,227,459,0.495,0,0,0.0,60,93,0.645,160,258,418,39,32,71,67,182,514
14,2216,2013-14,00,1610612763,MEM,32.0,79,79,2705.0,560,1198,0.467,2,20,0.1,250,337,0.742,265,530,795,200,54,23,183,210,1372
