,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2,201589,2010-11,00,1610612763,MEM,23.0,80,9,1609.0,310,624,0.497,0,6,0.0,109,134,0.813,115,227,342,53,52,63,88,228,729
1,201970,2010-11,00,1610612763,MEM,26.0,78,46,1577.0,233,494,0.472,17,50,0.34,89,116,0.767,40,147,187,71,68,23,61,120,572
0,202397,2010-11,00,1610612745,HOU,22.0,28,3,329.0,32,83,0.386,3,8,0.375,7,10,0.7,6,36,42,64,13,2,26,26,74
1,202397,2010-11,00,1610612763,MEM,22.0,15,0,113.0,11,32,0.344,0,2,0.0,5,11,0.455,1,4,5,15,5,0,8,11,27
2,202397,2010-11,00,0,TOT,22.0,43,3,442.0,43,115,0.374,3,10,0.3,12,21,0.571,7,40,47,79,18,2,34,37,101
4,200796,2010-11,00,1610612739,CLE,27.0,14,3,187.0,29,59,0.492,0,0,0.0,12,26,0.462,16,22,38,2,7,3,5,20,70
5,200796,2010-11,00,1610612763,MEM,27.0,16,0,141.0,30,60,0.5,0,2,0.0,28,46,0.609,8,17,25,5,3,1,7,24,88
6,200796,2010-11,00,0,TOT,27.0,30,3,328.0,59,119,0.496,0,2,0.0,40,72,0.556,24,39,63,7,10,4,12,44,158
6,2754,2010-11,00,1610612763,MEM,29.0,72,31,1494.0,251,492,0.51,4,23,0.174,137,182,0.753,70,123,193,104,129,44,86,161,643
3,201144,2010-11,00,1610612763,MEM,23.0,81,81,2872.0,423,953,0.444,80,217,0.369,181,247,0.733,32,215,247,528,144,18,176,182,1107
0,202333,2010-11,00,1610612763,MEM,20.0,38,16,527.0,65,160,0.406,2,17,0.118,33,52,0.635,9,28,37,18,11,3,13,48,165
2,201632,2010-11,00,1610612763,MEM,26.0,31,0,168.0,30,58,0.517,0,1,0.0,15,23,0.652,24,44,68,5,2,13,11,29,75
0,202349,2010-11,00,1610612763,MEM,24.0,70,1,860.0,95,233,0.408,25,86,0.291,34,44,0.773,12,61,73,151,22,4,70,83,249
4,200752,2010-11,00,1610612763,MEM,24.0,54,54,2152.0,409,869,0.471,57,144,0.396,194,241,0.805,82,254,336,153,91,58,135,131,1069
9,2203,2010-11,00,1610612745,HOU,32.0,59,59,1818.0,186,408,0.456,88,225,0.391,49,76,0.645,58,223,281,153,53,71,63,127,509
10,2203,2010-11,00,1610612763,MEM,32.0,23,0,557.0,43,101,0.426,14,42,0.333,15,17,0.882,32,60,92,32,16,10,16,31,115
11,2203,2010-11,00,0,TOT,32.0,82,59,2375.0,229,509,0.45,102,267,0.382,64,93,0.688,90,283,373,185,69,81,79,158,624
2,201564,2010-11,00,1610612763,MEM,23.0,71,17,1869.0,304,747,0.407,96,264,0.364,99,131,0.756,35,135,170,145,73,26,99,127,803
2,201188,2010-11,00,1610612763,MEM,26.0,81,81,2586.0,364,691,0.527,3,7,0.429,220,294,0.748,154,415,569,200,74,136,146,265,951
11,2216,2010-11,00,1610612763,MEM,29.0,75,74,2724.0,598,1188,0.503,8,43,0.186,300,396,0.758,326,588,914,163,63,25,151,175,1504
