,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,204060,2014-15,00,1610612762,UTA,27.0,79,32,1673.0,147,354,0.415,72,202,0.356,30,40,0.75,22,153,175,182,72,10,98,124,396
1,203504,2014-15,00,1610612762,UTA,22.0,76,43,2288.0,370,1005,0.368,124,390,0.318,109,145,0.752,31,173,204,328,65,15,124,119,973
0,203918,2014-15,00,1610612762,UTA,22.0,50,21,1064.0,155,374,0.414,62,170,0.365,61,80,0.763,9,108,117,83,30,12,45,119,433
0,203955,2014-15,00,1610612762,UTA,22.0,15,0,159.0,29,69,0.42,7,20,0.35,15,18,0.833,3,15,18,15,4,0,12,6,80
3,202692,2014-15,00,1610612762,UTA,23.0,27,27,899.0,121,300,0.403,26,68,0.382,106,129,0.822,19,95,114,82,17,5,52,64,374
0,203957,2014-15,00,1610612762,UTA,19.0,82,41,1817.0,145,416,0.349,83,264,0.314,20,32,0.625,27,104,131,198,41,14,118,147,393
0,202407,2014-15,00,1610612762,UTA,27.0,47,5,924.0,81,238,0.34,28,90,0.311,58,86,0.674,28,122,150,58,56,16,67,124,248
6,202324,2014-15,00,1610612762,UTA,23.0,74,74,2280.0,482,918,0.525,1,6,0.167,222,332,0.669,196,411,607,112,60,123,121,210,1187
0,203511,2014-15,00,1610612760,OKC,21.0,5,0,25.0,3,17,0.176,1,13,0.077,0,0,0.0,1,3,4,1,0,2,2,7,7
1,203511,2014-15,00,1610612762,UTA,21.0,3,0,26.0,4,9,0.444,0,2,0.0,1,1,1.0,1,4,5,2,2,0,1,4,9
2,203511,2014-15,00,0,TOT,21.0,8,0,51.0,7,26,0.269,1,15,0.067,1,1,1.0,2,7,9,3,2,2,3,11,16
4,202330,2014-15,00,1610612762,UTA,25.0,76,76,2618.0,484,1087,0.445,120,330,0.364,375,462,0.812,54,319,373,313,108,30,206,131,1463
2,203187,2014-15,00,1610612755,PHI,25.0,9,2,187.0,19,60,0.317,10,39,0.256,6,8,0.75,3,23,26,3,9,5,9,19,54
3,203187,2014-15,00,1610612749,MIL,25.0,8,0,128.0,12,30,0.4,5,18,0.278,2,2,1.0,2,9,11,5,5,2,0,7,31
4,203187,2014-15,00,1610612762,UTA,25.0,12,0,211.0,31,64,0.484,13,38,0.342,6,6,1.0,3,15,18,7,12,0,6,18,81
5,203187,2014-15,00,0,TOT,25.0,29,2,527.0,62,154,0.403,28,95,0.295,14,16,0.875,8,47,55,15,26,7,15,44,166
1,203497,2014-15,00,1610612762,UTA,23.0,82,37,2158.0,258,427,0.604,0,2,0.0,170,273,0.623,265,510,775,109,64,189,111,175,686
4,202344,2014-15,00,1610612762,UTA,27.0,79,5,1564.0,226,464,0.487,29,84,0.345,86,148,0.581,139,258,397,83,43,41,88,144,567
4,202379,2014-15,00,1610612762,UTA,27.0,38,0,266.0,32,58,0.552,2,5,0.4,24,29,0.828,26,45,71,13,11,12,5,29,90
0,204022,2014-15,00,1610612762,UTA,24.0,16,0,87.0,9,22,0.409,0,0,0.0,9,21,0.429,10,15,25,1,6,3,3,23,27
