,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203477,2013-14,00,1610612745,HOU,23.0,22,0,252.0,31,87,0.356,18,55,0.327,21,29,0.724,7,17,24,22,8,4,21,25,101
1,201976,2013-14,00,1610612745,HOU,25.0,56,55,1751.0,199,481,0.414,92,255,0.361,83,102,0.814,72,124,196,151,77,23,66,174,573
3,201600,2013-14,00,1610612745,HOU,27.0,48,19,968.0,101,190,0.532,0,0,0.0,78,126,0.619,101,277,378,25,14,37,59,92,280
2,202706,2013-14,00,1610612743,DEN,23.0,39,11,670.0,99,254,0.39,45,129,0.349,23,31,0.742,23,110,133,34,31,13,27,31,266
3,202706,2013-14,00,1610612745,HOU,23.0,21,1,349.0,48,122,0.393,25,69,0.362,17,20,0.85,9,52,61,18,13,7,19,36,138
4,202706,2013-14,00,0,TOT,23.0,60,12,1020.0,147,376,0.391,70,198,0.354,40,51,0.784,32,162,194,52,44,20,46,67,404
1,203093,2013-14,00,1610612745,HOU,22.0,76,71,2078.0,386,712,0.542,31,101,0.307,118,195,0.605,162,366,528,87,53,99,71,139,921
3,202391,2013-14,00,1610612745,HOU,25.0,71,33,2054.0,295,662,0.446,82,229,0.358,218,265,0.823,34,153,187,294,68,27,176,166,890
9,2730,2013-14,00,1610612745,HOU,28.0,71,71,2396.0,473,800,0.591,2,7,0.286,349,638,0.547,231,635,866,131,60,128,229,240,1297
4,201935,2013-14,00,1610612745,HOU,24.0,73,73,2777.0,549,1205,0.456,177,483,0.366,576,665,0.866,61,283,344,446,115,29,265,177,1851
4,201956,2013-14,00,1610612745,HOU,26.0,71,2,1283.0,173,410,0.422,61,176,0.347,83,122,0.68,55,205,260,88,44,14,72,100,490
1,202700,2013-14,00,1610612745,HOU,23.0,62,3,952.0,131,296,0.443,21,84,0.25,58,96,0.604,60,165,225,34,20,21,49,132,341
8,2694,2013-14,00,1610612745,HOU,31.0,1,0,19.0,2,6,0.333,0,0,0.0,0,0,0.0,0,5,5,0,0,1,1,1,4
2,202718,2013-14,00,1610612745,HOU,25.0,74,74,2783.0,466,987,0.472,130,351,0.37,164,221,0.742,69,340,409,298,88,29,144,168,1226
0,203584,2013-14,00,1610612745,HOU,22.0,5,1,75.0,15,31,0.484,12,25,0.48,0,0,0.0,0,4,4,5,0,0,3,6,42
10,101128,2013-14,00,1610612745,HOU,32.0,55,4,1083.0,118,294,0.401,69,193,0.358,10,19,0.526,21,101,122,63,27,33,30,120,315
0,203496,2013-14,00,1610612745,HOU,23.0,7,0,34.0,6,14,0.429,4,11,0.364,0,0,0.0,2,3,5,0,2,0,1,3,16
