,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,201192,2007-08,00,1610612757,POR,21.0,8,0,44.0,4,16,0.25,1,8,0.125,8,8,1.0,0,4,4,8,1,0,7,3,17
1,201192,2007-08,00,1610612743,DEN,21.0,9,0,30.0,3,9,0.333,1,3,0.333,3,4,0.75,0,6,6,3,1,0,2,2,10
2,201192,2007-08,00,0,TOT,21.0,17,0,74.0,7,25,0.28,2,11,0.182,11,12,0.917,0,10,10,11,2,0,9,5,27
3,2747,2007-08,00,1610612743,DEN,22.0,74,0,1421.0,311,674,0.461,157,390,0.403,128,178,0.719,43,109,152,128,62,12,112,144,907
13,947,2007-08,00,1610612743,DEN,33.0,82,82,3424.0,712,1556,0.458,95,275,0.345,645,797,0.809,47,196,243,586,160,12,245,109,2164
7,2030,2007-08,00,1610612743,DEN,30.0,71,71,2159.0,376,699,0.538,2,11,0.182,123,212,0.58,105,356,461,90,88,85,91,235,877
1,200821,2007-08,00,1610612743,DEN,25.0,54,14,542.0,55,134,0.41,21,66,0.318,22,31,0.71,23,39,62,37,8,3,16,61,153
1,200784,2007-08,00,1610612763,MEM,24.0,9,2,137.0,14,36,0.389,3,13,0.231,9,10,0.9,10,17,27,11,5,2,5,17,40
2,200784,2007-08,00,1610612745,HOU,24.0,4,0,9.0,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,0,1,0,1,3,4
3,200784,2007-08,00,1610612748,MIA,24.0,6,0,143.0,17,32,0.531,6,15,0.4,8,13,0.615,8,16,24,5,2,0,7,18,48
4,200784,2007-08,00,1610612759,SAS,24.0,3,0,20.0,1,4,0.25,0,2,0.0,0,0,0.0,0,2,2,1,2,0,1,1,2
5,200784,2007-08,00,1610612743,DEN,24.0,25,0,222.0,26,64,0.406,9,23,0.391,23,28,0.821,11,27,38,11,5,1,14,46,84
6,200784,2007-08,00,0,TOT,24.0,47,2,530.0,60,140,0.429,18,53,0.34,40,51,0.784,29,63,92,28,15,3,28,85,178
12,1088,2007-08,00,1610612743,DEN,33.0,24,0,352.0,42,122,0.344,25,79,0.316,4,9,0.444,3,28,31,47,9,1,10,27,113
4,2546,2007-08,00,1610612743,DEN,24.0,77,77,2806.0,728,1481,0.492,58,164,0.354,464,590,0.786,178,393,571,259,98,39,253,253,1978
9,2059,2007-08,00,1610612743,DEN,31.0,78,3,1664.0,174,368,0.473,53,147,0.361,63,89,0.708,113,224,337,95,69,40,59,199,464
11,948,2007-08,00,1610612743,DEN,34.0,79,79,2758.0,286,635,0.45,6,20,0.3,143,202,0.708,230,807,1037,259,85,285,118,216,721
8,1853,2007-08,00,1610612743,DEN,33.0,70,67,1960.0,218,476,0.458,45,129,0.349,64,85,0.753,27,173,200,388,107,28,124,172,545
5,2403,2007-08,00,1610612743,DEN,25.0,16,1,266.0,29,71,0.408,0,1,0.0,27,49,0.551,30,57,87,15,9,14,21,46,85
2,101132,2007-08,00,1610612743,DEN,23.0,79,13,1889.0,311,659,0.472,94,277,0.339,164,213,0.77,92,241,333,95,44,19,89,181,880
6,2212,2007-08,00,1610612743,DEN,26.0,19,2,120.0,15,28,0.536,0,0,0.0,9,20,0.45,10,19,29,0,0,6,7,20,39
