,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2,2747,2006-07,00,1610612743,DEN,21.0,63,24,1471.0,284,644,0.441,149,382,0.39,102,126,0.81,30,113,143,91,49,9,85,147,819
10,947,2006-07,00,1610612755,PHI,32.0,15,15,640.0,151,366,0.413,12,53,0.226,154,174,0.885,7,34,41,109,33,1,66,21,468
11,947,2006-07,00,1610612743,DEN,32.0,50,49,2121.0,430,947,0.454,50,144,0.347,331,436,0.759,16,136,152,359,90,12,202,74,1241
12,947,2006-07,00,0,TOT,32.0,65,64,2761.0,581,1313,0.442,62,197,0.315,485,610,0.795,23,170,193,468,123,13,268,95,1709
7,1853,2006-07,00,1610612743,DEN,32.0,2,0,37.0,3,8,0.375,0,2,0.0,0,0,0.0,0,3,3,11,0,1,6,4,6
0,200821,2006-07,00,1610612743,DEN,24.0,64,19,1177.0,100,292,0.342,49,170,0.288,35,53,0.66,27,83,110,55,30,7,37,132,284
6,2030,2006-07,00,1610612743,DEN,29.0,2,2,63.0,8,16,0.5,0,1,0.0,3,12,0.25,6,14,20,1,0,0,5,10,19
4,2441,2006-07,00,1610612743,DEN,24.0,22,3,125.0,9,14,0.643,0,1,0.0,6,14,0.429,15,33,48,5,2,7,10,17,24
5,2035,2006-07,00,1610612743,DEN,27.0,39,7,419.0,50,154,0.325,19,88,0.216,16,21,0.762,10,47,57,17,16,12,27,39,135
3,2546,2006-07,00,1610612743,DEN,23.0,65,65,2486.0,691,1453,0.476,40,149,0.268,459,568,0.808,143,248,391,249,77,23,234,203,1881
8,2059,2006-07,00,1610612743,DEN,30.0,75,36,1658.0,204,354,0.576,1,12,0.083,88,123,0.715,131,179,310,64,73,26,56,207,497
1,101144,2006-07,00,1610612746,LAC,21.0,1,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
10,948,2006-07,00,1610612743,DEN,33.0,70,70,2369.0,312,659,0.473,0,2,0.0,161,221,0.729,164,652,816,223,87,231,122,183,785
3,2581,2006-07,00,1610612749,MIL,27.0,33,2,583.0,45,129,0.349,19,68,0.279,11,20,0.55,7,38,45,84,10,3,28,49,120
4,2581,2006-07,00,1610612743,DEN,27.0,49,40,1642.0,164,380,0.432,48,140,0.343,32,44,0.727,14,110,124,324,51,5,101,72,408
5,2581,2006-07,00,0,TOT,27.0,82,42,2224.0,209,509,0.411,67,208,0.322,43,64,0.672,21,148,169,408,61,8,129,121,528
6,2501,2006-07,00,1610612743,DEN,27.0,66,11,1127.0,117,215,0.544,0,0,0.0,91,183,0.497,156,304,460,45,42,16,95,144,325
4,2403,2006-07,00,1610612743,DEN,24.0,64,42,1713.0,294,516,0.57,0,1,0.0,195,283,0.689,150,299,449,77,62,59,127,209,783
1,101132,2006-07,00,1610612743,DEN,22.0,79,14,1488.0,200,474,0.422,83,221,0.376,115,135,0.852,77,189,266,45,28,14,79,200,598
