,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1,1884,2000-01,00,1610612766,CHH,22.0,82,82,3189.0,409,957,0.427,85,274,0.31,228,337,0.677,129,279,408,598,170,36,226,267,1131
9,197,2000-01,00,1610612766,CHH,30.0,4,0,40.0,7,15,0.467,2,6,0.333,1,4,0.25,1,2,3,1,3,0,0,8,17
6,695,2000-01,00,1610612766,CHH,33.0,43,0,406.0,38,114,0.333,13,39,0.333,14,18,0.778,13,37,50,39,6,1,27,30,103
7,133,2000-01,00,1610612766,CHH,30.0,82,82,3106.0,523,1239,0.422,97,258,0.376,271,339,0.799,64,160,224,361,128,16,171,220,1414
12,922,2000-01,00,1610612766,CHH,32.0,78,78,2337.0,367,834,0.44,0,6,0.0,288,406,0.709,157,451,608,104,60,140,144,280,1022
0,2048,2000-01,00,1610612766,CHH,23.0,74,0,1095.0,122,271,0.45,0,2,0.0,95,145,0.655,103,192,295,27,18,78,61,139,339
9,469,2000-01,00,1610612766,CHH,28.0,76,76,2992.0,573,1388,0.413,103,289,0.356,279,364,0.766,92,484,576,411,85,13,211,185,1528
1,1944,2000-01,00,1610612766,CHH,25.0,67,6,1202.0,216,407,0.531,2,4,0.5,64,88,0.727,60,138,198,59,50,32,43,66,498
12,765,2000-01,00,1610612766,CHH,34.0,59,0,679.0,56,137,0.409,17,46,0.37,54,63,0.857,17,63,80,72,33,9,19,45,183
7,136,2000-01,00,1610612766,CHH,31.0,80,79,2806.0,249,561,0.444,0,4,0.0,178,209,0.852,257,485,742,127,78,92,108,260,676
10,934,2000-01,00,1610612766,CHH,34.0,34,3,682.0,97,255,0.38,20,51,0.392,63,92,0.685,46,138,184,39,10,21,42,53,277
20,901,2000-01,00,1610612766,CHH,38.0,49,4,649.0,59,131,0.45,0,0,0.0,20,24,0.833,50,95,145,29,12,7,32,108,138
