,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
14,1536,2010-11,00,1610612766,CHA,33.0,67,67,2405.0,435,1059,0.411,121,359,0.337,249,305,0.816,53,251,304,241,80,28,209,161,1240
9,2733,2010-11,00,1610612766,CHA,25.0,73,0,1261.0,185,397,0.466,1,4,0.25,108,125,0.864,29,120,149,164,47,29,88,109,479
5,201187,2010-11,00,1610612766,CHA,25.0,52,8,760.0,72,182,0.396,0,2,0.0,30,39,0.769,63,136,199,43,10,33,25,94,174
13,2205,2010-11,00,1610612766,CHA,29.0,16,0,181.0,8,24,0.333,0,0,0.0,4,11,0.364,12,28,40,7,4,15,11,26,20
2,201591,2010-11,00,1610612760,OKC,24.0,23,0,219.0,30,65,0.462,0,0,0.0,5,10,0.5,12,40,52,4,6,8,7,31,65
3,201591,2010-11,00,1610612766,CHA,24.0,24,0,466.0,81,154,0.526,0,2,0.0,41,54,0.759,31,75,106,15,6,12,7,46,203
4,201591,2010-11,00,0,TOT,24.0,47,0,685.0,111,219,0.507,0,2,0.0,46,64,0.719,43,115,158,19,12,20,14,77,268
12,2038,2010-11,00,1610612757,POR,31.0,31,9,445.0,21,34,0.618,0,0,0.0,13,23,0.565,28,93,121,13,5,14,22,63,55
13,2038,2010-11,00,1610612766,CHA,31.0,5,0,74.0,4,10,0.4,0,0,0.0,1,4,0.25,9,15,24,0,0,1,7,16,9
14,2038,2010-11,00,0,TOT,31.0,36,9,520.0,25,44,0.568,0,0,0.0,14,27,0.519,37,108,145,13,5,15,29,79,64
6,200748,2010-11,00,1610612766,CHA,24.0,41,2,861.0,156,331,0.471,0,3,0.0,107,136,0.787,65,159,224,29,30,66,65,113,419
2,201571,2010-11,00,1610612766,CHA,23.0,82,82,2757.0,399,958,0.416,111,333,0.333,269,297,0.906,38,187,225,498,54,3,155,152,1178
1,201945,2010-11,00,1610612766,CHA,23.0,68,30,1661.0,259,570,0.454,7,36,0.194,128,163,0.785,49,158,207,101,50,32,64,118,653
14,2059,2010-11,00,1610612766,CHA,34.0,31,0,372.0,26,72,0.361,11,34,0.324,6,11,0.545,14,30,44,20,11,6,13,52,69
9,2564,2010-11,00,1610612766,CHA,29.0,82,82,2778.0,381,774,0.492,78,226,0.345,84,123,0.683,105,309,414,337,74,46,166,190,924
11,2679,2010-11,00,1610612766,CHA,30.0,54,1,582.0,89,199,0.447,17,46,0.37,40,52,0.769,12,56,68,23,17,6,23,43,235
4,202066,2010-11,00,1610612759,SAS,25.0,3,0,21.0,1,5,0.2,0,1,0.0,0,2,0.0,1,1,2,2,1,1,1,2,2
5,202066,2010-11,00,1610612749,MIL,25.0,9,0,83.0,7,21,0.333,3,10,0.3,0,4,0.0,0,6,6,6,1,1,2,8,17
6,202066,2010-11,00,1610612766,CHA,25.0,12,0,126.0,12,42,0.286,7,26,0.269,7,11,0.636,0,15,15,24,9,4,20,14,38
7,202066,2010-11,00,0,TOT,25.0,24,0,230.0,20,68,0.294,10,37,0.27,7,17,0.412,1,22,23,32,11,6,23,24,57
1,201967,2010-11,00,1610612757,POR,24.0,56,9,1108.0,126,291,0.433,0,4,0.0,32,45,0.711,73,116,189,30,39,32,33,139,284
2,201967,2010-11,00,1610612766,CHA,24.0,22,9,529.0,92,181,0.508,1,9,0.111,13,17,0.765,23,65,88,13,15,11,18,38,198
3,201967,2010-11,00,0,TOT,24.0,78,18,1637.0,218,472,0.462,1,13,0.077,45,62,0.726,96,181,277,43,54,43,51,177,482
11,2198,2010-11,00,1610612766,CHA,29.0,66,50,1714.0,194,375,0.517,0,0,0.0,136,231,0.589,147,303,450,43,26,39,69,174,524
