,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
3,1628970,2021-22,00,1610612766,CHA,24.0,80,80,2837.0,596,1214,0.491,154,465,0.331,267,333,0.802,90,469,559,300,74,67,150,193,1613
1,1630163,2021-22,00,1610612766,CHA,20.0,75,75,2422.0,538,1254,0.429,220,565,0.389,212,243,0.872,108,393,501,571,119,30,245,237,1508
6,1626179,2021-22,00,1610612766,CHA,28.0,73,73,2458.0,518,1167,0.444,222,593,0.374,150,176,0.852,56,259,315,326,93,25,96,119,1408
14,202738,2021-22,00,1610612747,LAL,33.0,4,1,101.0,12,39,0.308,5,22,0.227,8,11,0.727,1,7,8,6,0,2,5,12,37
15,202738,2021-22,00,1610612742,DAL,33.0,1,0,13.0,3,8,0.375,0,3,0.0,0,0,0.0,0,0,0,4,0,0,0,0,6
16,202738,2021-22,00,1610612766,CHA,33.0,17,0,219.0,52,120,0.433,23,58,0.397,14,15,0.933,3,18,21,24,7,3,10,22,141
17,202738,2021-22,00,0,TOT,33.0,22,1,333.0,67,167,0.401,28,83,0.337,22,26,0.846,4,25,29,34,7,5,15,34,184
0,1630547,2021-22,00,1610612766,CHA,21.0,31,0,304.0,49,141,0.348,17,49,0.347,27,31,0.871,22,30,52,26,7,1,15,29,142
2,1629667,2021-22,00,1610612766,CHA,24.0,55,2,895.0,123,254,0.484,41,108,0.38,53,72,0.736,37,133,170,58,26,22,36,93,340
6,1626149,2021-22,00,1610612764,WAS,28.0,46,3,1117.0,247,383,0.645,4,15,0.267,149,205,0.727,96,213,309,96,18,31,50,88,647
7,1626149,2021-22,00,1610612766,CHA,28.0,25,0,523.0,111,172,0.645,0,2,0.0,63,91,0.692,53,69,122,49,11,12,22,49,285
8,1626149,2021-22,00,0,TOT,28.0,71,3,1640.0,358,555,0.645,4,17,0.235,212,296,0.716,149,282,431,145,29,43,72,137,932
2,1628998,2021-22,00,1610612766,CHA,26.0,71,11,1866.0,204,423,0.482,61,159,0.384,75,107,0.701,82,203,285,179,88,32,61,116,544
8,1626162,2021-22,00,1610612766,CHA,26.0,76,13,1999.0,410,932,0.44,191,553,0.345,126,189,0.667,79,223,302,84,77,31,67,189,1137
1,1630208,2021-22,00,1610612766,CHA,24.0,50,5,367.0,60,90,0.667,0,0,0.0,30,43,0.698,34,52,86,13,9,21,24,51,150
0,1630575,2021-22,00,1610612766,CHA,22.0,2,0,7.0,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,1,1,0,0,0,1
11,202330,2021-22,00,1610612766,CHA,32.0,49,48,1564.0,283,617,0.459,86,220,0.391,126,149,0.846,38,186,224,177,47,22,81,85,778
0,1630550,2021-22,00,1610612766,CHA,19.0,33,0,262.0,24,55,0.436,7,27,0.259,12,20,0.6,11,32,43,19,8,11,10,26,67
0,1630539,2021-22,00,1610612766,CHA,21.0,21,0,63.0,9,14,0.643,1,2,0.5,3,8,0.375,3,8,11,4,1,2,6,8,22
10,203486,2021-22,00,1610612766,CHA,32.0,73,73,1793.0,205,320,0.641,0,2,0.0,67,171,0.392,176,389,565,226,61,52,100,224,477
2,1629023,2021-22,00,1610612766,CHA,23.0,65,28,1768.0,250,532,0.47,110,301,0.365,58,81,0.716,82,255,337,147,57,61,82,152,668
0,1629083,2021-22,00,1610612766,CHA,24.0,2,0,5.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
