,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2,2748,2006-07,00,1610612748,MIA,21.0,66,19,1292.0,162,364,0.445,5,34,0.147,64,86,0.744,40,232,272,95,41,46,65,112,393
3,2548,2006-07,00,1610612748,MIA,25.0,51,50,1931.0,472,962,0.491,21,79,0.266,432,535,0.807,51,188,239,384,107,62,216,117,1397
14,224,2006-07,00,1610612763,MEM,35.0,29,14,561.0,57,151,0.377,22,74,0.297,25,34,0.735,14,47,61,33,22,2,23,54,161
15,224,2006-07,00,1610612748,MIA,35.0,35,27,1033.0,121,271,0.446,56,148,0.378,34,41,0.829,17,112,129,76,46,8,24,70,332
16,224,2006-07,00,0,TOT,35.0,64,41,1594.0,178,422,0.422,78,222,0.351,59,75,0.787,31,159,190,109,68,10,47,124,493
12,952,2006-07,00,1610612748,MIA,30.0,78,15,1818.0,265,668,0.397,84,305,0.275,46,105,0.438,92,247,339,130,48,17,141,173,660
0,200809,2006-07,00,1610612748,MIA,23.0,42,1,408.0,48,131,0.366,20,57,0.351,25,37,0.676,6,24,30,65,15,0,21,32,141
18,56,2006-07,00,1610612748,MIA,38.0,68,28,1503.0,144,366,0.393,32,123,0.26,38,57,0.667,18,114,132,201,43,3,66,117,358
3,2574,2006-07,00,1610612748,MIA,26.0,67,35,1767.0,278,563,0.494,108,210,0.514,66,74,0.892,26,154,180,81,38,2,70,135,730
1,101134,2006-07,00,1610612748,MIA,24.0,8,0,93.0,9,23,0.391,0,0,0.0,5,7,0.714,5,6,11,4,2,0,3,13,23
1,2853,2006-07,00,1610612748,MIA,25.0,28,0,203.0,24,83,0.289,0,1,0.0,17,18,0.944,19,22,41,5,6,4,11,21,65
14,406,2006-07,00,1610612748,MIA,35.0,40,39,1135.0,283,479,0.591,0,0,0.0,124,294,0.422,97,200,297,79,8,55,95,139,690
15,297,2006-07,00,1610612748,MIA,37.0,77,43,1572.0,238,425,0.56,0,0,0.0,185,308,0.601,126,224,350,18,13,178,129,219,661
3,2617,2006-07,00,1610612748,MIA,27.0,79,79,2483.0,353,717,0.492,0,4,0.0,138,203,0.68,188,466,654,97,49,26,110,236,844
9,1899,2006-07,00,1610612748,MIA,30.0,71,19,1919.0,186,432,0.431,97,259,0.375,81,98,0.827,66,291,357,94,71,23,55,193,550
10,1720,2006-07,00,1610612748,MIA,30.0,56,0,698.0,82,175,0.469,0,1,0.0,36,41,0.878,44,111,155,22,18,15,30,96,200
8,1715,2006-07,00,1610612748,MIA,31.0,61,55,1865.0,235,569,0.413,100,295,0.339,94,103,0.913,18,123,141,322,58,1,100,68,664
