,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1626196,2015-16,00,1610612748,MIA,22.0,52,2,1107.0,123,272,0.452,53,115,0.461,42,63,0.667,21,86,107,73,36,25,35,107,341
12,2547,2015-16,00,1610612748,MIA,32.0,53,53,1778.0,358,767,0.467,81,222,0.365,213,268,0.795,48,342,390,128,36,34,78,101,1010
16,2207,2015-16,00,1610612751,BKN,35.0,57,57,1934.0,247,608,0.406,85,229,0.371,92,108,0.852,34,190,224,232,40,2,116,100,671
17,2207,2015-16,00,1610612748,MIA,35.0,24,24,769.0,130,251,0.518,35,84,0.417,26,34,0.765,15,53,68,86,21,2,43,46,321
18,2207,2015-16,00,0,TOT,35.0,81,81,2703.0,377,859,0.439,120,313,0.383,118,142,0.831,49,243,292,318,61,4,159,146,992
12,2548,2015-16,00,1610612748,MIA,34.0,74,73,2258.0,540,1183,0.456,7,44,0.159,322,406,0.793,82,220,302,344,79,42,203,116,1409
10,201177,2015-16,00,1610612748,MIA,29.0,42,1,595.0,55,148,0.372,12,49,0.245,28,40,0.7,22,83,105,81,18,7,30,68,150
15,2405,2015-16,00,1610612748,MIA,33.0,52,36,762.0,125,221,0.566,0,0,0.0,50,67,0.746,65,157,222,27,18,41,47,92,300
11,201609,2015-16,00,1610612748,MIA,30.0,72,72,2363.0,417,875,0.477,64,205,0.312,120,165,0.727,54,223,277,419,71,17,185,188,1018
1,204020,2015-16,00,1610612748,MIA,24.0,36,5,863.0,118,243,0.486,27,71,0.38,51,64,0.797,28,81,109,79,24,14,47,66,314
13,2736,2015-16,00,1610612748,MIA,31.0,74,73,2394.0,339,745,0.455,88,256,0.344,145,192,0.755,108,335,443,140,74,29,81,122,911
0,1627362,2015-16,00,1610612763,MEM,23.0,6,4,166.0,13,38,0.342,0,5,0.0,3,4,0.75,8,16,24,20,9,3,9,11,29
1,1627362,2015-16,00,1610612748,MIA,23.0,1,0,3.0,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,2
2,1627362,2015-16,00,0,TOT,23.0,7,4,169.0,14,39,0.359,0,5,0.0,3,4,0.75,8,17,25,21,9,3,9,12,31
10,101123,2015-16,00,1610612748,MIA,30.0,69,14,1557.0,230,587,0.392,84,260,0.323,72,92,0.783,25,138,163,56,38,19,46,123,616
0,1626159,2015-16,00,1610612748,MIA,20.0,78,8,2232.0,195,462,0.422,32,116,0.276,80,117,0.684,81,322,403,118,68,26,95,184,502
3,202355,2015-16,00,1610612748,MIA,27.0,73,43,2125.0,413,682,0.606,0,0,0.0,214,329,0.65,238,627,865,29,44,269,137,201,1040
12,2617,2015-16,00,1610612748,MIA,36.0,37,0,260.0,23,61,0.377,1,9,0.111,12,16,0.75,10,65,75,14,5,2,5,25,59
