,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1,201949,2010-11,00,1610612741,CHI,24.0,13,0,123.0,17,41,0.415,2,9,0.222,6,13,0.462,6,18,24,14,8,9,18,25,42
2,201949,2010-11,00,1610612761,TOR,24.0,25,25,699.0,91,196,0.464,6,25,0.24,41,58,0.707,31,87,118,75,25,28,46,70,229
3,201949,2010-11,00,0,TOT,24.0,38,25,821.0,108,237,0.456,8,34,0.235,47,71,0.662,37,105,142,89,33,37,64,95,271
2,201573,2010-11,00,1610612740,NOH,22.0,11,0,149.0,17,49,0.347,3,14,0.214,13,17,0.765,2,13,15,28,2,1,17,16,50
3,201573,2010-11,00,1610612761,TOR,22.0,60,14,1347.0,201,468,0.429,46,132,0.348,153,189,0.81,24,126,150,238,36,4,110,133,601
4,201573,2010-11,00,0,TOT,22.0,71,14,1495.0,218,517,0.422,49,146,0.336,166,206,0.806,26,139,165,266,38,5,127,149,651
4,200745,2010-11,00,1610612761,TOR,25.0,66,66,2353.0,525,1173,0.448,77,223,0.345,287,350,0.82,74,269,343,119,34,46,152,160,1414
5,101181,2010-11,00,1610612761,TOR,29.0,68,55,2102.0,262,596,0.44,57,156,0.365,88,103,0.854,30,172,202,605,81,7,148,143,669
4,201595,2010-11,00,1610612761,TOR,27.0,43,9,522.0,52,99,0.525,0,0,0.0,31,65,0.477,79,111,190,27,24,17,39,78,135
1,201942,2010-11,00,1610612761,TOR,21.0,82,82,2851.0,539,1154,0.467,5,52,0.096,327,402,0.813,75,240,315,148,85,31,144,217,1410
4,101132,2010-11,00,1610612761,TOR,26.0,39,23,1032.0,178,406,0.438,39,131,0.298,41,65,0.631,37,140,177,40,19,7,65,99,436
3,201153,2010-11,00,1610612761,TOR,24.0,52,6,766.0,82,160,0.513,2,10,0.2,22,43,0.512,47,71,118,58,39,20,43,45,188
5,101161,2010-11,00,1610612761,TOR,24.0,72,54,1853.0,281,495,0.568,0,1,0.0,126,160,0.788,189,272,461,81,53,88,69,263,688
7,2571,2010-11,00,1610612761,TOR,28.0,58,0,1395.0,294,653,0.45,72,213,0.338,109,137,0.796,14,85,99,119,50,6,84,112,769
2,201603,2010-11,00,1610612761,TOR,24.0,59,28,1413.0,228,513,0.444,17,61,0.279,72,94,0.766,39,114,153,104,34,2,86,87,545
10,2501,2010-11,00,1610612761,TOR,31.0,30,18,798.0,42,103,0.408,0,1,0.0,48,88,0.545,119,226,345,38,29,6,39,89,132
0,202334,2010-11,00,1610612761,TOR,22.0,65,17,1602.0,215,373,0.576,0,0,0.0,71,128,0.555,168,294,462,40,39,67,48,183,501
2,201582,2010-11,00,1610612742,DAL,23.0,10,2,75.0,12,32,0.375,3,7,0.429,2,3,0.667,5,12,17,2,3,5,1,13,29
3,201582,2010-11,00,1610612761,TOR,23.0,24,0,265.0,47,101,0.465,9,27,0.333,11,15,0.733,12,49,61,8,8,14,17,60,114
4,201582,2010-11,00,0,TOT,23.0,34,2,340.0,59,133,0.444,12,34,0.353,13,18,0.722,17,61,78,10,11,19,18,73,143
0,202374,2010-11,00,1610612761,TOR,23.0,12,0,59.0,3,15,0.2,0,0,0.0,0,2,0.0,7,7,14,2,2,2,3,5,6
