,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
13,376,2001-02,00,1610612761,TOR,30.0,49,24,656.0,53,132,0.402,0,1,0.0,10,31,0.323,36,104,140,16,12,23,25,92,116
9,164,2001-02,00,1610612761,TOR,34.0,69,4,1579.0,97,296,0.328,33,120,0.275,58,71,0.817,18,136,154,351,56,5,123,177,285
4,1565,2001-02,00,1610612761,TOR,27.0,11,0,91.0,8,23,0.348,0,0,0.0,6,11,0.545,12,13,25,3,4,3,4,22,22
0,2214,2001-02,00,1610612761,TOR,23.0,26,0,118.0,13,25,0.52,0,2,0.0,4,8,0.5,7,17,24,3,0,6,6,10,30
5,1721,2001-02,00,1610612761,TOR,27.0,81,31,2187.0,380,775,0.49,0,5,0.0,155,230,0.674,182,421,603,88,58,122,140,258,915
1,1983,2001-02,00,1610612761,TOR,26.0,24,0,280.0,20,42,0.476,1,2,0.5,16,24,0.667,3,24,27,57,9,1,14,24,57
7,966,2001-02,00,1610612761,TOR,29.0,68,32,1636.0,190,388,0.49,0,0,0.0,138,204,0.676,165,221,386,75,78,25,68,153,518
3,1713,2001-02,00,1610612761,TOR,25.0,60,60,2386.0,559,1307,0.428,121,313,0.387,245,307,0.798,138,175,313,239,94,43,154,191,1484
6,1541,2001-02,00,1610612761,TOR,27.0,82,82,2927.0,403,971,0.415,62,193,0.321,103,140,0.736,58,223,281,468,135,26,150,191,971
1,2050,2001-02,00,1610612761,TOR,24.0,63,56,1990.0,336,768,0.438,84,231,0.364,127,169,0.751,91,132,223,153,73,11,86,174,883
15,209,2001-02,00,1610612761,TOR,38.0,56,4,885.0,141,347,0.406,45,131,0.344,33,37,0.892,23,58,81,61,22,6,41,50,360
8,213,2001-02,00,1610612761,TOR,33.0,77,77,2978.0,410,963,0.426,0,1,0.0,293,358,0.818,254,486,740,155,54,83,159,225,1113
17,165,2001-02,00,1610612761,TOR,39.0,61,37,1375.0,194,418,0.464,0,2,0.0,47,84,0.56,98,268,366,66,74,90,98,147,435
2,1760,2001-02,00,1610612751,NJN,26.0,25,0,248.0,30,94,0.319,0,7,0.0,13,18,0.722,12,33,45,31,8,4,13,12,73
3,1760,2001-02,00,1610612761,TOR,26.0,7,0,50.0,11,26,0.423,1,4,0.25,5,6,0.833,2,9,11,4,2,0,3,1,28
4,1760,2001-02,00,0,TOT,26.0,32,0,299.0,41,120,0.342,1,11,0.091,18,24,0.75,14,42,56,35,10,4,16,13,101
