,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
4,1507,2001-02,00,1610612757,POR,27.0,70,27,1856.0,247,612,0.404,85,228,0.373,178,208,0.856,47,142,189,216,68,8,87,113,757
8,757,2001-02,00,1610612757,POR,28.0,75,71,2793.0,369,918,0.402,104,295,0.353,174,196,0.888,78,214,292,490,67,7,149,153,1016
3,1719,2001-02,00,1610612757,POR,25.0,74,69,2351.0,487,1039,0.469,66,172,0.384,215,290,0.741,121,323,444,204,113,25,191,208,1255
6,1594,2001-02,00,1610612757,POR,30.0,59,2,520.0,45,113,0.398,6,11,0.545,29,41,0.707,23,45,68,114,25,2,47,51,125
1,2057,2001-02,00,1610612757,POR,24.0,19,4,226.0,24,68,0.353,1,7,0.143,9,10,0.9,5,13,18,34,17,1,12,29,58
16,201,2001-02,00,1610612757,POR,37.0,43,2,327.0,20,50,0.4,0,2,0.0,8,15,0.533,27,53,80,13,3,14,14,42,48
3,1739,2001-02,00,1610612757,POR,26.0,75,13,1766.0,319,619,0.515,9,36,0.25,192,274,0.701,155,143,298,107,79,37,114,140,839
6,348,2001-02,00,1610612757,POR,31.0,11,0,90.0,10,23,0.435,1,3,0.333,8,12,0.667,6,8,14,5,0,1,5,10,29
15,70,2001-02,00,1610612757,POR,36.0,65,0,774.0,102,217,0.47,26,66,0.394,39,40,0.975,6,54,60,63,13,1,24,49,269
6,739,2001-02,00,1610612757,POR,27.0,79,79,2963.0,603,1287,0.469,114,317,0.36,201,274,0.734,136,509,645,152,101,101,131,212,1521
14,937,2001-02,00,1610612757,POR,36.0,62,60,1996.0,246,599,0.411,54,177,0.305,113,146,0.774,77,244,321,363,101,35,171,162,659
10,905,2001-02,00,1610612757,POR,33.0,78,77,2446.0,296,580,0.51,0,0,0.0,150,212,0.708,262,426,688,96,62,83,62,193,742
12,431,2001-02,00,1610612757,POR,32.0,75,5,1235.0,175,407,0.43,0,4,0.0,104,131,0.794,90,198,288,52,43,33,81,184,454
0,2257,2001-02,00,1610612757,POR,24.0,33,1,245.0,13,32,0.406,0,0,0.0,13,25,0.52,21,34,55,4,3,16,14,38,39
0,2216,2001-02,00,1610612757,POR,20.0,41,0,237.0,48,107,0.449,0,0,0.0,18,27,0.667,31,38,69,13,7,4,15,29,114
