,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
12,201567,2020-21,00,1610612739,CLE,32.0,25,25,622.0,103,252,0.409,57,156,0.365,42,51,0.824,17,169,186,63,16,2,38,26,305
2,1629012,2020-21,00,1610612739,CLE,22.0,60,60,2115.0,525,1105,0.475,98,264,0.371,312,383,0.815,58,129,187,262,62,10,167,157,1460
1,1629725,2020-21,00,1610612739,CLE,25.0,9,0,75.0,9,33,0.273,3,12,0.25,1,5,0.2,2,5,7,4,5,2,6,1,22
0,1630205,2020-21,00,1610612739,CLE,23.0,40,0,499.0,62,136,0.456,4,25,0.16,37,51,0.725,24,72,96,25,17,13,23,53,165
0,1629685,2020-21,00,1610612739,CLE,24.0,31,0,513.0,57,130,0.438,26,77,0.338,21,27,0.778,20,87,107,33,19,12,32,37,161
1,1629636,2020-21,00,1610612739,CLE,21.0,54,50,1790.0,362,802,0.451,105,266,0.395,112,132,0.848,23,106,129,329,66,6,164,110,941
4,1627752,2020-21,00,1610612751,BKN,27.0,12,4,218.0,30,74,0.405,13,37,0.351,24,27,0.889,2,32,34,7,8,8,11,21,97
5,1627752,2020-21,00,1610612739,CLE,27.0,29,6,688.0,101,253,0.399,49,118,0.415,41,49,0.837,17,91,108,69,20,15,36,54,292
6,1627752,2020-21,00,0,TOT,27.0,41,10,905.0,131,327,0.401,62,155,0.4,65,76,0.855,19,123,142,76,28,23,47,75,389
3,1626224,2020-21,00,1610612739,CLE,26.0,59,26,1511.0,219,586,0.374,99,324,0.306,76,95,0.8,38,163,201,174,53,9,80,119,613
9,203521,2020-21,00,1610612739,CLE,30.0,13,1,224.0,14,56,0.25,4,25,0.16,4,4,1.0,6,18,24,58,4,1,6,21,36
3,1628422,2020-21,00,1610612739,CLE,27.0,46,7,907.0,119,293,0.406,46,159,0.289,24,36,0.667,5,88,93,91,16,4,42,42,308
7,1626204,2020-21,00,1610612739,CLE,28.0,35,27,1091.0,128,272,0.471,41,114,0.36,30,49,0.612,54,181,235,107,61,17,55,72,327
1,1629662,2020-21,00,1610612746,LAC,23.0,23,0,94.0,9,32,0.281,4,18,0.222,5,6,0.833,1,13,14,5,2,3,6,18,27
2,1629662,2020-21,00,1610612739,CLE,23.0,16,0,186.0,24,57,0.421,9,32,0.281,11,14,0.786,11,35,46,12,6,10,9,18,68
3,1629662,2020-21,00,0,TOT,23.0,39,0,280.0,33,89,0.371,13,50,0.26,16,20,0.8,12,48,60,17,8,13,15,36,95
3,1628386,2020-21,00,1610612751,BKN,23.0,12,5,320.0,44,65,0.677,0,0,0.0,46,61,0.754,38,87,125,20,7,19,22,21,134
4,1628386,2020-21,00,1610612739,CLE,23.0,51,40,1544.0,254,417,0.609,6,19,0.316,158,229,0.69,158,348,506,86,25,71,78,75,672
5,1628386,2020-21,00,0,TOT,23.0,63,45,1864.0,298,482,0.618,6,19,0.316,204,290,0.703,196,435,631,106,32,90,100,96,806
1,1629731,2020-21,00,1610612739,CLE,24.0,63,19,1212.0,134,311,0.431,78,213,0.366,30,39,0.769,38,177,215,74,35,21,30,78,376
0,1630271,2020-21,00,1610612745,HOU,24.0,4,0,24.0,2,7,0.286,1,6,0.167,5,7,0.714,1,3,4,4,1,1,4,5,10
1,1630271,2020-21,00,1610612739,CLE,24.0,28,1,375.0,37,101,0.366,15,53,0.283,26,39,0.667,7,42,49,26,14,9,18,35,115
2,1630271,2020-21,00,0,TOT,24.0,32,1,399.0,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125
0,1630171,2020-21,00,1610612739,CLE,20.0,67,67,2173.0,235,559,0.42,62,214,0.29,114,157,0.726,68,138,206,128,62,24,86,185,646
2,1628392,2020-21,00,1610612743,DEN,23.0,30,0,272.0,41,80,0.513,0,0,0.0,22,36,0.611,40,45,85,15,11,20,21,59,104
3,1628392,2020-21,00,1610612739,CLE,23.0,16,2,287.0,53,91,0.582,2,6,0.333,24,35,0.686,25,71,96,40,8,19,23,45,132
4,1628392,2020-21,00,0,TOT,23.0,46,2,559.0,94,171,0.55,2,6,0.333,46,71,0.648,65,116,181,55,19,39,44,104,236
