,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203940,2014-15,00,1610612737,ATL,24.0,3,0,19.0,2,7,0.286,0,1,0.0,1,2,0.5,1,3,4,0,1,0,0,4,5
1,203940,2014-15,00,1610612750,MIN,24.0,29,22,720.0,89,213,0.418,1,8,0.125,29,44,0.659,47,111,158,30,18,9,44,84,208
2,203940,2014-15,00,0,TOT,24.0,32,22,740.0,91,220,0.414,1,9,0.111,30,46,0.652,48,114,162,30,19,9,44,88,213
1,203133,2014-15,00,1610612750,MIN,26.0,45,4,742.0,79,172,0.459,16,51,0.314,24,29,0.828,31,103,134,27,16,9,18,86,198
1,203476,2014-15,00,1610612750,MIN,25.0,73,49,2193.0,259,512,0.506,1,6,0.167,191,244,0.783,223,386,609,146,71,126,126,188,710
1,203485,2014-15,00,1610612750,MIN,24.0,29,7,549.0,52,122,0.426,6,28,0.214,12,19,0.632,14,56,70,90,28,6,30,49,122
0,203897,2014-15,00,1610612750,MIN,20.0,77,40,1902.0,286,677,0.422,57,167,0.341,149,177,0.842,27,187,214,276,54,10,193,158,778
3,201937,2014-15,00,1610612750,MIN,24.0,22,22,692.0,78,219,0.356,13,51,0.255,57,71,0.803,19,106,125,193,38,1,64,59,226
5,201978,2014-15,00,1610612750,MIN,27.0,67,4,1286.0,169,390,0.433,52,143,0.364,67,81,0.827,33,165,198,64,44,10,49,72,457
6,202390,2014-15,00,1610612766,CHA,30.0,43,0,931.0,143,398,0.359,39,133,0.293,88,102,0.863,14,80,94,80,16,1,55,70,413
7,202390,2014-15,00,1610612750,MIN,30.0,11,1,262.0,45,105,0.429,11,31,0.355,29,33,0.879,0,35,35,20,7,0,10,18,130
8,202390,2014-15,00,0,TOT,30.0,54,1,1192.0,188,503,0.374,50,164,0.305,117,135,0.867,14,115,129,100,23,1,65,88,543
4,201593,2014-15,00,1610612750,MIN,29.0,31,29,815.0,139,328,0.424,0,0,0.0,108,129,0.837,89,145,234,27,19,12,42,59,386
1,203498,2014-15,00,1610612750,MIN,22.0,38,13,866.0,194,397,0.489,20,51,0.392,104,145,0.717,63,91,154,44,18,7,35,49,512
19,708,2014-15,00,1610612751,BKN,39.0,42,42,854.0,125,275,0.455,1,6,0.167,34,41,0.829,46,239,285,69,41,13,45,96,285
20,708,2014-15,00,1610612750,MIN,39.0,5,5,98.0,18,31,0.581,0,1,0.0,2,4,0.5,2,24,26,8,5,4,1,13,38
21,708,2014-15,00,0,TOT,39.0,47,47,952.0,143,306,0.467,1,7,0.143,36,45,0.8,48,263,311,77,46,17,46,109,323
0,203952,2014-15,00,1610612750,MIN,20.0,82,82,2969.0,497,1137,0.437,39,126,0.31,354,466,0.76,134,240,374,170,86,50,177,190,1387
12,2755,2014-15,00,1610612750,MIN,32.0,39,36,1302.0,267,625,0.427,75,191,0.393,170,193,0.881,19,123,142,89,33,1,76,76,779
1,203461,2014-15,00,1610612750,MIN,22.0,57,3,894.0,125,297,0.421,7,23,0.304,41,64,0.641,52,164,216,48,27,16,36,87,298
3,203120,2014-15,00,1610612748,MIA,25.0,24,5,289.0,27,65,0.415,6,19,0.316,6,7,0.857,24,24,48,12,8,5,8,33,66
4,203120,2014-15,00,1610612750,MIN,25.0,17,9,423.0,58,113,0.513,4,12,0.333,33,40,0.825,33,53,86,24,19,25,18,37,153
5,203120,2014-15,00,0,TOT,25.0,41,14,713.0,85,178,0.478,10,31,0.323,39,47,0.83,57,77,134,36,27,30,26,70,219
3,202620,2014-15,00,1610612750,MIN,27.0,6,1,68.0,12,14,0.857,0,0,0.0,3,8,0.375,7,14,21,4,1,3,2,6,27
