,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203144,2012-13,00,1610612750,MIN,24.0,77,16,1840.0,236,635,0.372,85,288,0.295,108,150,0.72,41,134,175,286,54,27,147,117,665
5,200750,2012-13,00,1610612750,MIN,28.0,5,5,122.0,11,35,0.314,0,9,0.0,7,10,0.7,3,11,14,23,3,0,7,5,29
1,202682,2012-13,00,1610612750,MIN,22.0,78,56,1916.0,338,786,0.43,65,196,0.332,192,272,0.706,96,334,430,46,44,37,101,127,933
1,202723,2012-13,00,1610612750,MIN,23.0,16,12,289.0,29,76,0.382,8,24,0.333,12,20,0.6,15,24,39,20,12,6,10,30,78
1,201937,2012-13,00,1610612750,MIN,22.0,57,47,1691.0,185,514,0.36,27,92,0.293,211,264,0.799,44,185,229,418,137,5,172,143,608
3,201978,2012-13,00,1610612750,MIN,25.0,23,1,508.0,79,191,0.414,26,81,0.321,32,42,0.762,15,56,71,25,14,7,23,29,216
6,200826,2012-13,00,1610612750,MIN,29.0,74,2,1713.0,316,758,0.417,97,280,0.346,105,134,0.784,34,173,207,294,32,0,145,131,834
9,2557,2012-13,00,1610612750,MIN,32.0,82,82,2474.0,367,811,0.453,66,212,0.311,139,164,0.848,41,165,206,311,82,15,130,187,939
2,201593,2012-13,00,1610612750,MIN,27.0,62,62,1959.0,385,741,0.52,0,0,0.0,241,324,0.744,230,315,545,53,43,50,101,143,1011
2,101153,2012-13,00,1610612750,MIN,30.0,36,13,644.0,72,139,0.518,16,52,0.308,21,24,0.875,32,67,99,26,16,4,16,47,181
6,202419,2012-13,00,1610612750,MIN,27.0,30,0,284.0,48,75,0.64,0,0,0.0,21,34,0.618,20,40,60,8,7,28,13,49,117
5,201967,2012-13,00,1610612750,MIN,26.0,80,9,2010.0,314,671,0.468,0,6,0.0,67,103,0.65,142,266,408,67,84,38,56,153,695
1,201880,2012-13,00,1610612750,MIN,27.0,76,19,1209.0,127,278,0.457,0,0,0.0,53,69,0.768,61,200,261,30,44,90,59,184,307
4,201567,2012-13,00,1610612750,MIN,24.0,18,18,618.0,105,298,0.352,20,92,0.217,100,142,0.704,64,188,252,42,13,9,39,34,330
10,1905,2012-13,00,1610612750,MIN,32.0,64,64,2034.0,284,560,0.507,35,120,0.292,188,250,0.752,102,260,362,177,96,62,119,82,791
