,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2,1630162,2022-23,00,1610612750,MIN,21.0,79,79,2841.0,707,1541,0.459,213,578,0.369,319,422,0.756,47,411,458,350,125,58,259,186,1946
2,1630183,2022-23,00,1610612750,MIN,22.0,79,79,2417.0,370,716,0.517,107,269,0.398,106,144,0.736,92,215,307,148,74,76,112,272,953
3,1629669,2022-23,00,1610612750,MIN,23.0,65,2,1252.0,280,625,0.448,67,232,0.289,77,99,0.778,36,134,170,132,42,5,65,101,704
8,203937,2022-23,00,1610612750,MIN,29.0,69,46,1957.0,252,495,0.509,43,105,0.41,100,136,0.735,66,302,368,335,78,63,103,146,647
3,1629162,2022-23,00,1610612750,MIN,27.0,43,0,679.0,61,145,0.421,24,78,0.308,15,18,0.833,15,47,62,148,32,4,33,28,161
0,1631111,2022-23,00,1610612750,MIN,21.0,29,2,153.0,18,43,0.419,2,17,0.118,4,5,0.8,4,14,18,18,8,5,8,13,42
0,1631169,2022-23,00,1610612750,MIN,20.0,15,0,96.0,18,36,0.5,2,6,0.333,8,8,1.0,5,20,25,5,4,6,3,10,46
5,1629638,2022-23,00,1610612762,UTA,24.0,36,3,528.0,83,170,0.488,35,87,0.402,27,39,0.692,8,51,59,76,24,14,45,58,228
6,1629638,2022-23,00,1610612750,MIN,24.0,23,0,356.0,48,125,0.384,26,72,0.361,13,21,0.619,7,35,42,32,8,7,10,30,135
7,1629638,2022-23,00,0,TOT,24.0,59,3,884.0,131,295,0.444,61,159,0.384,40,60,0.667,15,86,101,108,32,21,55,88,363
15,201144,2022-23,00,1610612762,UTA,35.0,43,42,1275.0,153,375,0.408,77,213,0.362,78,96,0.813,17,90,107,330,44,10,74,94,461
16,201144,2022-23,00,1610612750,MIN,35.0,24,24,753.0,108,235,0.46,58,138,0.42,63,73,0.863,16,59,75,120,29,4,29,45,337
17,201144,2022-23,00,0,TOT,35.0,67,66,2028.0,261,610,0.428,135,351,0.385,141,169,0.834,33,149,182,450,73,14,103,139,798
3,1629675,2022-23,00,1610612750,MIN,23.0,68,11,1251.0,310,577,0.537,75,217,0.346,86,127,0.677,73,260,333,77,42,53,92,176,781
8,1627752,2022-23,00,1610612750,MIN,29.0,54,4,1193.0,177,379,0.467,74,194,0.381,65,77,0.844,15,117,132,84,28,15,69,123,493
2,1630233,2022-23,00,1610612750,MIN,25.0,38,0,291.0,46,81,0.568,8,22,0.364,39,57,0.684,22,34,56,13,10,6,21,41,139
16,203085,2022-23,00,1610612750,MIN,30.0,52,10,1016.0,91,209,0.435,43,123,0.35,30,39,0.769,5,78,83,75,28,4,23,80,255
9,203497,2022-23,00,1610612750,MIN,31.0,70,70,2148.0,360,546,0.659,0,3,0.0,219,340,0.644,231,583,814,87,56,95,122,210,939
7,1626157,2022-23,00,1610612750,MIN,27.0,29,29,957.0,212,428,0.495,60,164,0.366,118,135,0.874,48,188,236,140,20,17,86,111,602
1,1630346,2022-23,00,1610612747,LAL,26.0,12,0,129.0,15,49,0.306,13,35,0.371,4,5,0.8,2,12,14,4,2,0,3,14,47
2,1630346,2022-23,00,1610612750,MIN,26.0,22,0,181.0,25,59,0.424,19,49,0.388,6,7,0.857,2,10,12,12,3,1,4,13,75
3,1630346,2022-23,00,0,TOT,26.0,34,0,310.0,40,108,0.37,32,84,0.381,10,12,0.833,4,22,26,16,5,1,7,27,122
1,1630568,2022-23,00,1610612750,MIN,24.0,28,0,243.0,63,116,0.543,14,39,0.359,41,52,0.788,33,30,63,18,3,2,14,43,181
