,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
6,1883,2005-06,00,1610612753,ORL,29.0,46,45,1734.0,249,575,0.433,18,70,0.257,231,290,0.797,60,159,219,262,51,11,156,142,747
7,1883,2005-06,00,1610612752,NYK,29.0,24,15,659.0,84,190,0.442,7,13,0.538,83,109,0.761,14,57,71,83,23,6,58,62,258
8,1883,2005-06,00,0,TOT,29.0,70,60,2393.0,333,765,0.435,25,83,0.301,314,399,0.787,74,216,290,345,74,17,214,204,1005
9,1508,2005-06,00,1610612752,NYK,29.0,67,13,1210.0,182,389,0.468,0,1,0.0,58,83,0.699,65,164,229,53,21,14,103,177,422
13,950,2005-06,00,1610612752,NYK,29.0,60,60,2193.0,349,774,0.451,33,104,0.317,246,326,0.755,25,150,175,382,63,4,157,143,977
0,101126,2005-06,00,1610612752,NYK,22.0,72,26,1544.0,230,565,0.407,58,146,0.397,152,202,0.752,56,111,167,147,59,1,114,201,670
15,147,2005-06,00,1610612761,TOR,33.0,46,22,1236.0,180,446,0.404,31,115,0.27,166,217,0.765,15,114,129,113,20,10,65,101,557
16,147,2005-06,00,1610612752,NYK,33.0,26,23,746.0,110,239,0.46,28,57,0.491,82,101,0.812,13,69,82,68,10,3,50,55,330
17,147,2005-06,00,0,TOT,33.0,72,45,1982.0,290,685,0.423,59,172,0.343,248,318,0.78,28,183,211,181,30,13,115,156,887
3,2417,2005-06,00,1610612752,NYK,25.0,49,16,1013.0,129,254,0.508,22,60,0.367,49,76,0.645,44,146,190,47,32,13,61,96,329
0,101112,2005-06,00,1610612752,NYK,23.0,65,14,1572.0,305,640,0.477,3,9,0.333,189,229,0.825,138,236,374,53,30,47,97,200,802
1,2137,2005-06,00,1610612752,NYK,28.0,8,0,114.0,9,24,0.375,1,3,0.333,3,6,0.5,3,14,17,6,1,0,2,8,22
5,2037,2005-06,00,1610612752,NYK,26.0,79,27,2555.0,366,879,0.416,101,293,0.345,295,357,0.826,36,212,248,301,87,15,175,150,1128
11,990,2005-06,00,1610612752,NYK,31.0,72,35,1119.0,105,281,0.374,1,1,1.0,107,137,0.781,84,175,259,67,43,14,80,145,318
5,2047,2005-06,00,1610612752,NYK,26.0,55,43,1442.0,163,459,0.355,64,188,0.34,61,91,0.67,65,165,230,88,39,6,56,134,451
5,1744,2005-06,00,1610612752,NYK,30.0,45,9,406.0,56,121,0.463,0,0,0.0,25,40,0.625,39,52,91,12,3,23,51,104,137
4,2201,2005-06,00,1610612752,NYK,23.0,72,69,1866.0,336,597,0.563,0,0,0.0,307,486,0.632,145,287,432,19,28,56,179,239,979
0,101135,2005-06,00,1610612752,NYK,23.0,67,14,1129.0,137,230,0.596,0,0,0.0,71,123,0.577,109,194,303,43,30,20,51,124,345
1,2866,2005-06,00,1610612752,NYK,21.0,55,0,740.0,117,215,0.544,0,0,0.0,58,77,0.753,67,116,183,25,17,31,62,127,292
