,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
7,2410,2007-08,00,1610612752,NYK,29.0,70,26,1757.0,182,432,0.421,74,192,0.385,94,126,0.746,30,140,170,166,48,18,78,140,532
15,950,2007-08,00,1610612752,NYK,31.0,24,19,805.0,111,265,0.419,28,74,0.378,83,116,0.716,17,42,59,113,21,2,48,57,333
2,101126,2007-08,00,1610612752,NYK,24.0,72,17,1883.0,331,782,0.423,97,292,0.332,154,196,0.786,51,171,222,212,60,1,103,186,913
1,201043,2007-08,00,1610612752,NYK,22.0,18,2,181.0,21,58,0.362,0,0,0.0,14,29,0.483,12,25,37,2,4,2,9,37,56
7,2037,2007-08,00,1610612752,NYK,28.0,80,80,3190.0,570,1391,0.41,176,494,0.356,329,381,0.864,37,170,207,398,81,17,192,144,1645
7,1744,2007-08,00,1610612752,NYK,32.0,2,0,5.0,1,1,1.0,0,0,0.0,2,2,1.0,0,3,3,0,0,0,0,0,4
5,2407,2007-08,00,1610612752,NYK,26.0,73,19,1325.0,108,270,0.4,4,25,0.16,49,93,0.527,118,125,243,66,36,23,64,132,269
0,201163,2007-08,00,1610612752,NYK,21.0,35,16,685.0,106,242,0.438,9,30,0.3,34,54,0.63,38,89,127,33,15,16,27,83,255
7,2047,2007-08,00,1610612752,NYK,28.0,65,65,1841.0,199,555,0.359,69,214,0.322,60,88,0.682,56,259,315,116,44,15,69,153,527
1,200776,2007-08,00,1610612752,NYK,23.0,46,8,634.0,57,175,0.326,8,32,0.25,23,38,0.605,19,56,75,89,24,8,56,56,145
13,990,2007-08,00,1610612752,NYK,33.0,49,3,494.0,66,180,0.367,2,7,0.286,37,51,0.725,31,72,103,28,16,7,40,80,171
1,200764,2007-08,00,1610612752,NYK,23.0,65,0,952.0,91,186,0.489,1,12,0.083,41,95,0.432,83,133,216,40,44,30,37,132,224
6,2201,2007-08,00,1610612752,NYK,25.0,59,58,1530.0,297,544,0.546,0,0,0.0,187,300,0.623,111,164,275,32,14,29,126,157,781
2,101135,2007-08,00,1610612752,NYK,25.0,81,29,2356.0,341,618,0.552,0,2,0.0,194,237,0.819,242,482,724,95,55,29,97,210,876
6,2216,2007-08,00,1610612752,NYK,26.0,69,68,2244.0,486,1058,0.459,22,80,0.275,223,289,0.772,184,526,710,140,59,16,186,194,1217
