,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
12,949,2006-07,00,1610612758,SAC,30.0,80,45,2015.0,310,654,0.474,3,20,0.15,170,234,0.726,122,276,398,109,53,40,116,243,793
1,101179,2006-07,00,1610612758,SAC,24.0,58,1,563.0,67,172,0.39,21,65,0.323,37,55,0.673,15,56,71,48,28,4,33,64,192
0,200763,2006-07,00,1610612758,SAC,23.0,42,0,359.0,48,126,0.381,12,50,0.24,11,15,0.733,11,26,37,15,15,4,15,21,119
11,1903,2006-07,00,1610612758,SAC,29.0,62,53,1412.0,146,303,0.482,0,1,0.0,39,76,0.513,134,243,377,76,43,16,90,141,331
8,1710,2006-07,00,1610612758,SAC,29.0,82,82,2784.0,471,1166,0.404,173,481,0.36,288,347,0.83,39,224,263,388,88,6,197,139,1403
4,2422,2006-07,00,1610612758,SAC,27.0,79,19,2135.0,236,517,0.456,40,112,0.357,159,204,0.779,47,217,264,254,73,27,119,177,671
14,958,2006-07,00,1610612758,SAC,32.0,3,0,13.0,0,4,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,2,3,0
2,2755,2006-07,00,1610612758,SAC,24.0,80,80,2818.0,505,1067,0.473,127,333,0.381,481,570,0.844,69,273,342,173,98,11,135,181,1618
0,200818,2006-07,00,1610612758,SAC,23.0,26,1,333.0,54,88,0.614,0,1,0.0,23,63,0.365,51,64,115,2,5,16,15,51,131
1,101128,2006-07,00,1610612758,SAC,25.0,79,5,1410.0,163,380,0.429,53,149,0.356,95,114,0.833,53,152,205,87,45,43,70,190,474
15,722,2006-07,00,1610612758,SAC,33.0,68,1,1337.0,236,463,0.51,0,2,0.0,148,207,0.715,63,158,221,39,29,15,97,183,620
10,1802,2006-07,00,1610612758,SAC,31.0,63,56,1783.0,224,494,0.453,5,33,0.152,115,149,0.772,79,322,401,224,38,39,108,155,568
11,1897,2006-07,00,1610612758,SAC,27.0,70,65,2641.0,458,1040,0.44,93,260,0.358,307,415,0.74,102,352,454,235,149,43,146,205,1316
