,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630699,2022-23,00,1610612749,MIL,22.0,52,11,701.0,96,243,0.395,47,142,0.331,27,37,0.73,38,77,115,35,21,7,45,71,266
9,203086,2022-23,00,1610612749,MIL,31.0,9,2,114.0,14,29,0.483,7,18,0.389,8,9,0.889,12,22,34,1,2,0,6,16,43
6,1628975,2022-23,00,1610612749,MIL,27.0,81,39,1812.0,239,565,0.423,142,337,0.421,31,38,0.816,35,167,202,197,66,29,78,158,651
8,204060,2022-23,00,1610612749,MIL,35.0,46,0,1044.0,108,248,0.435,83,203,0.409,18,21,0.857,13,115,128,150,33,6,55,74,317
9,1626171,2022-23,00,1610612749,MIL,28.0,70,22,1818.0,398,803,0.496,95,257,0.37,96,125,0.768,154,518,672,105,29,16,81,115,987
14,201572,2022-23,00,1610612749,MIL,35.0,78,78,2372.0,477,899,0.531,136,364,0.374,149,190,0.784,157,363,520,99,37,193,107,203,1239
4,1628960,2022-23,00,1610612749,MIL,27.0,72,70,1972.0,245,557,0.44,146,366,0.399,114,126,0.905,61,176,237,163,62,14,72,117,750
0,1631260,2022-23,00,1610612749,MIL,23.0,35,1,345.0,53,125,0.424,44,105,0.419,4,4,1.0,6,39,45,22,6,0,9,31,154
13,201950,2022-23,00,1610612749,MIL,33.0,67,65,2183.0,490,1023,0.479,158,411,0.384,152,177,0.859,79,262,341,495,79,25,197,116,1290
10,203114,2022-23,00,1610612749,MIL,31.0,33,19,801.0,177,406,0.436,51,162,0.315,92,102,0.902,28,112,140,163,23,5,71,68,497
16,202083,2022-23,00,1610612749,MIL,36.0,52,0,820.0,58,160,0.363,39,124,0.315,24,28,0.857,34,79,113,34,20,13,18,71,179
7,1626192,2022-23,00,1610612749,MIL,30.0,61,33,1443.0,165,421,0.392,109,322,0.339,27,41,0.659,50,233,283,77,37,11,33,69,466
1,1629623,2022-23,00,1610612749,MIL,25.0,7,1,87.0,18,37,0.486,6,18,0.333,8,9,0.889,0,7,7,14,0,2,12,7,50
20,201609,2022-23,00,1610612741,CHI,37.0,51,0,787.0,127,299,0.425,45,128,0.352,27,41,0.659,13,56,69,139,11,4,56,63,326
21,201609,2022-23,00,1610612749,MIL,37.0,7,0,83.0,14,36,0.389,7,17,0.412,4,4,1.0,3,9,12,12,2,0,7,2,39
22,201609,2022-23,00,0,TOT,37.0,58,0,870.0,141,335,0.421,52,145,0.359,31,45,0.689,16,65,81,151,13,4,63,65,365
9,203507,2022-23,00,1610612749,MIL,28.0,63,63,2024.0,707,1278,0.553,47,171,0.275,498,772,0.645,137,605,742,359,52,51,246,197,1959
4,203648,2022-23,00,1610612749,MIL,30.0,37,0,206.0,20,46,0.435,0,8,0.0,11,22,0.5,15,29,44,15,3,3,12,22,51
16,203109,2022-23,00,1610612749,MIL,32.0,18,3,340.0,45,94,0.479,24,55,0.436,10,12,0.833,17,52,69,27,12,6,7,27,124
