,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
4,1884,2003-04,00,1610612740,NOH,25.0,67,66,2685.0,554,1402,0.395,187,582,0.321,237,352,0.673,66,221,287,501,158,27,215,178,1532
14,278,2003-04,00,1610612740,NOH,35.0,69,24,1416.0,143,347,0.412,1,7,0.143,110,139,0.791,52,122,174,85,55,15,76,114,397
9,353,2003-04,00,1610612740,NOH,36.0,79,22,2247.0,291,736,0.395,135,429,0.315,123,144,0.854,63,163,226,311,133,16,155,148,840
10,133,2003-04,00,1610612740,NOH,33.0,61,60,2001.0,311,800,0.389,92,285,0.323,137,182,0.753,28,106,134,175,71,14,100,147,851
0,2466,2003-04,00,1610612747,LAL,27.0,4,0,50.0,5,14,0.357,1,3,0.333,11,12,0.917,0,3,3,2,0,0,6,5,22
1,2466,2003-04,00,1610612740,NOH,27.0,6,0,60.0,6,21,0.286,3,8,0.375,5,8,0.625,2,6,8,2,0,0,3,5,20
2,2466,2003-04,00,0,TOT,27.0,10,0,110.0,11,35,0.314,4,11,0.364,16,20,0.8,2,9,11,4,0,0,9,10,42
14,120,2003-04,00,1610612740,NOH,35.0,71,4,928.0,119,293,0.406,43,107,0.402,77,83,0.928,27,54,81,56,15,6,42,91,358
10,248,2003-04,00,1610612740,NOH,33.0,78,51,1701.0,149,375,0.397,43,139,0.309,34,51,0.667,96,216,312,117,48,18,64,159,375
7,1742,2003-04,00,1610612753,ORL,29.0,37,2,525.0,59,151,0.391,25,74,0.338,40,45,0.889,9,34,43,64,23,1,26,40,183
8,1742,2003-04,00,1610612740,NOH,29.0,16,2,238.0,28,81,0.346,5,26,0.192,11,13,0.846,0,17,17,52,14,1,21,22,72
9,1742,2003-04,00,0,TOT,29.0,53,4,525.0,87,232,0.375,30,100,0.3,51,58,0.879,9,51,60,116,37,2,47,62,255
3,2048,2003-04,00,1610612740,NOH,26.0,82,82,2777.0,383,809,0.473,0,1,0.0,353,470,0.751,268,579,847,86,43,101,201,278,1119
12,469,2003-04,00,1610612740,NOH,31.0,19,18,730.0,156,398,0.392,19,67,0.284,65,80,0.813,19,98,117,47,14,5,37,42,396
0,2561,2003-04,00,1610612740,NOH,23.0,71,1,927.0,108,228,0.474,0,2,0.0,57,80,0.713,117,180,297,60,27,28,48,117,273
5,1714,2003-04,00,1610612740,NOH,27.0,71,0,942.0,145,287,0.505,2,5,0.4,70,128,0.547,106,156,262,43,39,37,62,161,362
10,136,2003-04,00,1610612740,NOH,34.0,80,80,2755.0,339,712,0.476,0,1,0.0,158,185,0.854,237,453,690,155,78,73,101,203,836
