,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
4,965,2000-01,00,1610612747,LAL,26.0,20,20,711.0,77,187,0.412,25,63,0.397,50,62,0.806,5,54,59,87,39,2,29,50,229
1,1904,2000-01,00,1610612747,LAL,23.0,59,1,591.0,64,207,0.309,15,68,0.221,39,55,0.709,35,75,110,19,15,15,34,87,182
16,166,2000-01,00,1610612747,LAL,37.0,47,46,1140.0,127,271,0.469,19,72,0.264,34,48,0.708,46,120,166,113,39,25,62,70,307
10,109,2000-01,00,1610612747,LAL,30.0,79,1,1587.0,147,380,0.387,54,156,0.346,59,83,0.711,93,203,296,128,54,54,79,210,407
4,977,2000-01,00,1610612747,LAL,22.0,68,68,2791.0,701,1510,0.464,61,200,0.305,475,557,0.853,104,295,399,338,114,43,220,222,1938
2,1731,2000-01,00,1610612747,LAL,24.0,38,1,468.0,50,117,0.427,11,34,0.324,19,24,0.792,5,27,32,45,19,0,27,54,130
9,296,2000-01,00,1610612747,LAL,31.0,82,77,2291.0,287,646,0.444,118,300,0.393,95,122,0.779,80,245,325,262,70,29,136,225,787
15,216,2000-01,00,1610612747,LAL,35.0,80,28,1833.0,164,411,0.399,42,135,0.311,51,64,0.797,48,256,304,258,49,27,97,159,421
8,406,2000-01,00,1610612747,LAL,29.0,74,74,2924.0,813,1422,0.572,0,2,0.0,499,972,0.513,291,649,940,277,47,204,218,256,2125
0,2058,2000-01,00,1610612747,LAL,25.0,70,3,641.0,55,113,0.487,1,1,1.0,26,37,0.703,74,78,152,24,8,8,27,111,137
14,323,2000-01,00,1610612747,LAL,32.0,62,8,453.0,56,133,0.421,3,9,0.333,10,14,0.714,29,83,112,32,9,12,25,76,125
13,270,2000-01,00,1610612747,LAL,35.0,77,77,2389.0,263,569,0.462,0,3,0.0,131,169,0.775,220,325,545,121,51,61,48,181,657
