,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
10,201952,2019-20,00,1610612750,MIN,32.0,34,13,945.0,145,324,0.448,33,87,0.379,125,144,0.868,15,73,88,208,25,13,76,70,448
11,201952,2019-20,00,1610612737,ATL,32.0,25,4,519.0,68,165,0.412,10,30,0.333,47,53,0.887,12,42,54,100,19,6,40,36,193
12,201952,2019-20,00,0,TOT,32.0,59,17,1464.0,213,489,0.436,43,117,0.368,172,197,0.873,27,115,142,308,44,19,116,106,641
1,1629164,2019-20,00,1610612737,ATL,24.0,34,1,430.0,76,190,0.4,26,87,0.299,28,30,0.933,11,61,72,51,12,4,29,43,206
3,1626203,2019-20,00,1610612750,MIN,26.0,33,20,663.0,62,175,0.354,20,83,0.241,27,37,0.73,29,71,100,30,17,2,19,66,171
4,1626203,2019-20,00,1610612737,ATL,26.0,22,0,266.0,25,67,0.373,13,37,0.351,9,19,0.474,22,28,50,15,7,4,10,36,72
5,1626203,2019-20,00,0,TOT,26.0,55,20,929.0,87,242,0.36,33,120,0.275,36,56,0.643,51,99,150,45,24,6,29,102,243
1,1628989,2019-20,00,1610612737,ATL,21.0,56,48,1760.0,252,610,0.413,127,334,0.38,53,64,0.828,35,193,228,213,51,27,87,139,684
0,1629718,2019-20,00,1610612737,ATL,23.0,10,0,40.0,6,19,0.316,3,9,0.333,5,5,1.0,2,2,4,2,2,2,3,3,20
5,1627746,2019-20,00,1610612757,POR,24.0,33,1,567.0,81,147,0.551,3,13,0.231,25,33,0.758,65,104,169,42,7,31,30,89,190
1,1629027,2019-20,00,1610612737,ATL,21.0,60,60,2120.0,546,1249,0.437,205,568,0.361,481,559,0.86,32,223,255,560,65,8,289,104,1778
0,1629631,2019-20,00,1610612737,ATL,22.0,63,62,2018.0,280,683,0.41,108,304,0.355,110,144,0.764,44,242,286,112,44,18,103,182,778
9,203473,2019-20,00,1610612758,SAC,30.0,34,10,541.0,69,171,0.404,14,71,0.197,23,28,0.821,46,121,167,15,15,26,47,93,175
10,203473,2019-20,00,1610612737,ATL,30.0,10,8,233.0,33,84,0.393,8,36,0.222,7,8,0.875,14,68,82,7,10,15,10,40,81
11,203473,2019-20,00,0,TOT,30.0,44,18,774.0,102,255,0.4,22,107,0.206,30,36,0.833,60,189,249,22,25,41,57,133,256
5,203991,2019-20,00,1610612745,HOU,26.0,39,39,1279.0,244,388,0.629,0,0,0.0,55,104,0.529,168,369,537,48,33,72,63,102,543
25,1713,2019-20,00,1610612737,ATL,43.0,60,0,876.0,107,304,0.352,61,202,0.302,23,29,0.793,18,106,124,48,23,25,33,90,298
2,1628381,2019-20,00,1610612737,ATL,22.0,41,41,1363.0,353,605,0.583,59,147,0.401,120,150,0.8,116,300,416,60,31,66,75,138,885
0,1629629,2019-20,00,1610612737,ATL,20.0,58,34,1551.0,213,554,0.384,83,250,0.332,101,126,0.802,35,181,216,87,62,28,96,132,610
0,1628981,2019-20,00,1610612737,ATL,21.0,56,13,713.0,103,199,0.518,5,37,0.135,29,51,0.569,67,131,198,49,18,17,42,107,240
3,1627745,2019-20,00,1610612737,ATL,25.0,55,27,887.0,121,178,0.68,2,9,0.222,62,84,0.738,74,132,206,35,26,40,28,149,306
3,1627761,2019-20,00,1610612737,ATL,25.0,43,4,915.0,104,228,0.456,15,65,0.231,26,48,0.542,34,118,152,81,55,19,60,84,249
