,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,200757,2006-07,00,1610612741,CHI,23.0,71,4,868.0,109,256,0.426,15,42,0.357,23,45,0.511,35,118,153,60,33,11,60,100,256
10,1112,2006-07,00,1610612741,CHI,32.0,77,77,2697.0,192,424,0.453,1,5,0.2,109,267,0.408,303,518,821,186,111,156,101,153,494
2,2804,2006-07,00,1610612741,CHI,27.0,53,31,1406.0,273,584,0.467,80,209,0.383,123,145,0.848,42,259,301,57,27,24,104,164,749
2,2732,2006-07,00,1610612741,CHI,24.0,82,51,2704.0,609,1338,0.455,155,375,0.413,380,440,0.864,35,223,258,296,64,17,249,252,1753
2,2736,2006-07,00,1610612741,CHI,22.0,82,82,3071.0,630,1218,0.517,1,7,0.143,279,359,0.777,148,431,579,204,97,48,153,167,1540
6,2857,2006-07,00,1610612741,CHI,25.0,6,0,29.0,4,8,0.5,0,0,0.0,0,0,0.0,1,4,5,7,0,0,4,4,8
3,2550,2006-07,00,1610612741,CHI,26.0,80,80,2839.0,475,1061,0.448,140,337,0.415,237,284,0.835,32,242,274,500,100,23,191,274,1327
2,2768,2006-07,00,1610612741,CHI,24.0,78,30,1906.0,197,483,0.408,88,245,0.359,76,101,0.752,23,146,169,310,69,6,105,150,558
0,200748,2006-07,00,1610612741,CHI,20.0,72,4,966.0,134,282,0.475,0,2,0.0,106,175,0.606,89,180,269,40,46,76,94,162,374
7,2124,2006-07,00,1610612741,CHI,29.0,60,1,638.0,107,258,0.415,0,1,0.0,28,34,0.824,42,77,119,16,17,16,21,85,242
2,2751,2006-07,00,1610612741,CHI,24.0,33,0,231.0,27,70,0.386,0,6,0.0,19,26,0.731,20,37,57,21,10,1,16,53,73
13,136,2006-07,00,1610612741,CHI,37.0,72,49,1456.0,170,418,0.407,0,2,0.0,96,122,0.787,129,218,347,48,24,52,85,187,436
7,1559,2006-07,00,1610612741,CHI,32.0,54,1,585.0,61,129,0.473,0,6,0.0,15,19,0.789,40,69,109,59,32,4,38,78,137
3,2552,2006-07,00,1610612741,CHI,24.0,48,0,385.0,58,134,0.433,0,0,0.0,37,66,0.561,45,75,120,28,9,11,42,79,153
