,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
13,201166,2015-16,00,1610612741,CHI,31.0,69,0,1108.0,188,469,0.401,66,185,0.357,49,64,0.766,21,80,101,180,30,10,82,132,491
6,201565,2015-16,00,1610612741,CHI,27.0,66,66,2097.0,447,1048,0.427,44,150,0.293,142,179,0.793,46,179,225,311,44,14,175,84,1080
1,203926,2015-16,00,1610612741,CHI,24.0,81,4,1861.0,291,644,0.452,110,259,0.425,72,84,0.857,37,158,195,59,14,6,53,127,764
0,1626171,2015-16,00,1610612741,CHI,21.0,62,4,1102.0,186,436,0.427,16,52,0.308,48,66,0.727,123,214,337,52,25,22,54,100,436
0,1626245,2015-16,00,1610612741,CHI,23.0,31,4,321.0,40,72,0.556,0,4,0.0,25,35,0.714,30,72,102,26,6,13,13,31,105
2,203200,2015-16,00,1610612737,ATL,27.0,26,1,263.0,24,73,0.329,10,45,0.222,5,10,0.5,4,23,27,11,13,4,13,21,63
3,203200,2015-16,00,1610612741,CHI,27.0,27,4,510.0,64,155,0.413,26,60,0.433,22,27,0.815,8,55,63,45,19,15,26,40,176
4,203200,2015-16,00,0,TOT,27.0,53,5,773.0,88,228,0.386,36,105,0.343,27,37,0.73,12,78,90,56,32,19,39,61,239
1,203915,2015-16,00,1610612765,DET,23.0,12,0,159.0,19,54,0.352,1,10,0.1,19,33,0.576,4,13,17,22,3,0,7,20,58
8,201149,2015-16,00,1610612741,CHI,31.0,29,2,635.0,51,133,0.383,0,1,0.0,22,45,0.489,87,168,255,110,18,29,52,77,124
16,2200,2015-16,00,1610612741,CHI,35.0,72,72,2291.0,467,995,0.469,24,69,0.348,229,289,0.792,155,638,793,294,42,146,164,148,1187
2,203503,2015-16,00,1610612741,CHI,24.0,64,33,1301.0,126,339,0.372,56,155,0.361,30,33,0.909,19,180,199,63,16,17,52,100,338
4,202710,2015-16,00,1610612741,CHI,26.0,67,67,2474.0,470,1035,0.454,64,205,0.312,395,475,0.832,79,279,358,321,110,43,132,124,1399
6,201959,2015-16,00,1610612741,CHI,31.0,73,55,1936.0,263,500,0.526,0,3,0.0,101,146,0.692,206,298,504,106,47,77,78,180,627
15,2399,2015-16,00,1610612741,CHI,35.0,31,30,703.0,77,188,0.41,39,99,0.394,29,37,0.784,8,75,83,39,14,10,26,66,222
1,203946,2015-16,00,1610612741,CHI,25.0,18,2,103.0,13,40,0.325,1,5,0.2,7,8,0.875,4,24,28,6,2,3,4,19,34
1,202703,2015-16,00,1610612741,CHI,25.0,66,38,1646.0,248,609,0.407,135,346,0.39,146,181,0.807,58,304,362,100,58,46,102,151,777
4,202734,2015-16,00,1610612741,CHI,27.0,59,22,1263.0,187,389,0.481,47,104,0.452,22,35,0.629,19,114,133,99,37,18,53,103,443
