,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203136,2013-14,00,1610612744,GSW,24.0,21,0,92.0,5,13,0.385,0,0,0.0,5,11,0.455,10,11,21,2,3,4,10,17,15
7,201578,2013-14,00,1610612744,GSW,26.0,79,3,982.0,195,442,0.441,8,31,0.258,110,134,0.821,101,189,290,32,10,34,66,148,508
19,979,2013-14,00,1610612744,GSW,35.0,44,13,883.0,125,248,0.504,0,0,0.0,99,132,0.75,85,157,242,25,14,40,52,102,349
0,203517,2013-14,00,1610612744,GSW,23.0,24,0,142.0,8,39,0.205,3,18,0.167,7,8,0.875,3,12,15,13,0,1,13,13,26
9,2738,2013-14,00,1610612744,GSW,30.0,63,63,2040.0,220,458,0.48,62,175,0.354,86,132,0.652,53,240,293,263,95,18,100,103,588
8,101135,2013-14,00,1610612744,GSW,31.0,69,67,2288.0,513,981,0.523,0,1,0.0,231,296,0.78,182,461,643,147,48,26,152,206,1257
2,202691,2013-14,00,1610612744,GSW,24.0,81,81,2868.0,559,1259,0.444,223,535,0.417,147,185,0.795,38,211,249,181,74,37,135,234,1488
8,101106,2013-14,00,1610612744,GSW,29.0,67,67,1769.0,235,375,0.627,0,0,0.0,22,64,0.344,182,489,671,112,47,121,97,210,492
1,203110,2013-14,00,1610612744,GSW,24.0,82,12,1797.0,187,459,0.407,55,165,0.333,82,123,0.667,86,323,409,152,102,72,91,231,511
14,2581,2013-14,00,1610612747,LAL,34.0,27,27,891.0,88,233,0.378,52,131,0.397,28,35,0.8,8,95,103,205,34,2,71,49,256
15,2581,2013-14,00,1610612744,GSW,34.0,28,1,607.0,45,120,0.375,27,79,0.342,5,8,0.625,5,51,56,102,20,6,31,36,122
16,2581,2013-14,00,0,TOT,34.0,55,28,1498.0,133,353,0.377,79,210,0.376,33,43,0.767,13,146,159,307,54,8,102,85,378
4,201939,2013-14,00,1610612744,GSW,26.0,78,78,2846.0,652,1383,0.471,261,615,0.424,308,348,0.885,46,288,334,666,128,14,294,194,1873
1,203084,2013-14,00,1610612744,GSW,22.0,78,24,2204.0,271,679,0.399,66,190,0.347,130,181,0.718,66,245,311,116,65,20,84,158,738
7,202348,2013-14,00,1610612738,BOS,25.0,39,35,1198.0,188,455,0.413,50,157,0.318,110,126,0.873,18,102,120,224,34,3,84,76,536
8,202348,2013-14,00,1610612744,GSW,25.0,42,0,661.0,139,333,0.417,40,128,0.313,36,43,0.837,10,53,63,57,13,2,50,44,354
9,202348,2013-14,00,0,TOT,25.0,81,35,1860.0,327,788,0.415,90,285,0.316,146,169,0.864,28,155,183,281,47,5,134,120,890
10,200756,2013-14,00,1610612744,GSW,29.0,15,1,97.0,9,19,0.474,0,0,0.0,7,16,0.438,19,28,47,5,4,4,6,11,25
