,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
10,202326,2018-19,00,1610612744,GSW,28.0,30,30,771.0,178,371,0.48,26,95,0.274,106,144,0.736,43,204,247,107,40,44,72,109,488
1,1627814,2018-19,00,1610612744,GSW,26.0,32,0,375.0,56,127,0.441,27,68,0.397,19,22,0.864,8,56,64,13,13,0,11,28,158
1,1628395,2018-19,00,1610612744,GSW,24.0,68,3,788.0,99,192,0.516,0,2,0.0,25,41,0.61,55,129,184,76,20,51,42,80,223
4,1626188,2018-19,00,1610612744,GSW,26.0,74,10,1059.0,204,439,0.465,81,200,0.405,20,26,0.769,22,135,157,116,20,3,50,92,509
3,1626172,2018-19,00,1610612744,GSW,23.0,80,24,1481.0,217,347,0.625,1,10,0.1,65,105,0.619,194,223,417,123,46,53,51,211,500
14,2738,2018-19,00,1610612744,GSW,35.0,68,13,1578.0,151,302,0.5,48,144,0.333,39,67,0.582,48,204,252,216,61,51,52,95,389
0,1628980,2018-19,00,1610612744,GSW,22.0,30,1,204.0,18,53,0.34,4,15,0.267,0,1,0.0,6,19,25,23,5,3,11,28,40
7,202691,2018-19,00,1610612744,GSW,29.0,78,78,2652.0,655,1402,0.467,241,599,0.402,129,158,0.816,37,262,299,186,84,47,115,157,1680
15,101106,2018-19,00,1610612744,GSW,34.0,11,5,134.0,18,36,0.5,0,0,0.0,3,3,1.0,12,43,55,11,3,8,8,22,39
2,1627745,2018-19,00,1610612744,GSW,24.0,24,22,410.0,53,74,0.716,0,0,0.0,24,37,0.649,31,44,75,28,12,25,16,63,130
10,201973,2018-19,00,1610612744,GSW,32.0,73,6,1218.0,163,355,0.459,69,188,0.367,64,80,0.8,72,216,288,96,27,18,43,137,459
6,203110,2018-19,00,1610612744,GSW,29.0,66,66,2065.0,188,422,0.445,47,165,0.285,63,91,0.692,60,421,481,454,95,70,169,197,486
1,1628035,2018-19,00,1610612744,GSW,26.0,72,5,1003.0,134,275,0.487,42,118,0.356,27,48,0.563,81,166,247,31,18,15,30,134,337
9,201939,2018-19,00,1610612744,GSW,31.0,69,69,2331.0,632,1340,0.472,354,810,0.437,263,287,0.916,45,324,369,361,92,25,192,166,1881
0,1629094,2018-19,00,1610612744,GSW,23.0,11,0,67.0,16,33,0.485,10,20,0.5,4,5,0.8,8,5,13,1,0,1,3,9,46
19,2733,2018-19,00,1610612744,GSW,33.0,64,0,967.0,109,210,0.519,0,2,0.0,40,51,0.784,42,75,117,114,31,27,38,74,258
11,201142,2018-19,00,1610612744,GSW,30.0,78,78,2702.0,721,1383,0.521,137,388,0.353,448,506,0.885,33,464,497,457,58,84,225,155,2027
