,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
7,2748,2011-12,00,1610612744,GSW,26.0,61,61,1650.0,222,526,0.422,105,292,0.36,80,98,0.816,60,218,278,94,58,26,51,97,629
10,101126,2011-12,00,1610612744,GSW,28.0,51,9,1192.0,205,484,0.424,66,181,0.365,94,113,0.832,15,85,100,231,59,2,75,118,570
0,202719,2011-12,00,1610612744,GSW,21.0,42,23,568.0,88,209,0.421,0,1,0.0,29,52,0.558,54,86,140,16,16,20,36,84,205
3,201575,2011-12,00,1610612744,GSW,26.0,65,1,1717.0,235,469,0.501,99,219,0.452,65,82,0.793,33,218,251,88,35,58,68,64,634
6,201187,2011-12,00,1610612744,GSW,26.0,64,6,1127.0,94,210,0.448,0,4,0.0,39,53,0.736,73,173,246,110,44,36,56,104,227
6,101135,2011-12,00,1610612744,GSW,29.0,57,57,2121.0,464,922,0.503,0,5,0.0,219,280,0.782,171,374,545,162,54,22,149,179,1147
0,202691,2011-12,00,1610612744,GSW,22.0,66,29,1608.0,318,718,0.443,111,268,0.414,79,91,0.868,24,137,161,133,49,20,103,155,826
6,101106,2011-12,00,1610612749,MIL,27.0,12,12,364.0,61,136,0.449,0,1,0.0,14,23,0.609,22,78,100,31,12,24,24,36,136
7,2740,2011-12,00,1610612744,GSW,26.0,47,35,739.0,39,64,0.609,0,0,0.0,1,9,0.111,45,131,176,16,23,45,14,125,79
0,202724,2011-12,00,1610612744,GSW,23.0,51,28,893.0,130,291,0.447,3,20,0.15,34,39,0.872,8,60,68,170,33,6,60,85,297
2,201939,2011-12,00,1610612744,GSW,24.0,26,23,732.0,145,296,0.49,55,121,0.455,38,47,0.809,15,73,88,138,39,8,65,62,383
18,1630,2011-12,00,1610612744,GSW,36.0,7,0,118.0,9,20,0.45,0,0,0.0,6,7,0.857,7,15,22,5,3,3,7,24,24
0,202148,2011-12,00,1610612748,MIA,25.0,8,0,28.0,1,3,0.333,0,0,0.0,0,0,0.0,1,10,11,2,1,1,3,8,2
1,202148,2011-12,00,1610612744,GSW,25.0,18,7,224.0,24,56,0.429,0,0,0.0,6,12,0.5,13,34,47,3,3,19,4,24,54
2,202148,2011-12,00,0,TOT,25.0,26,7,252.0,25,59,0.424,0,0,0.0,6,12,0.5,14,44,58,5,4,20,7,32,56
0,202874,2011-12,00,1610612744,GSW,23.0,24,1,186.0,23,45,0.511,0,0,0.0,24,31,0.774,19,26,45,4,7,13,8,22,70
10,2210,2011-12,00,1610612759,SAS,32.0,41,41,1168.0,132,319,0.414,80,190,0.421,35,50,0.7,18,125,143,55,25,12,32,83,379
11,2210,2011-12,00,1610612744,GSW,32.0,22,3,580.0,71,169,0.42,33,79,0.418,24,35,0.686,8,68,76,33,12,7,18,38,199
12,2210,2011-12,00,0,TOT,32.0,63,44,1748.0,203,488,0.416,113,269,0.42,59,85,0.694,26,193,219,88,37,19,50,121,578
