,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
4,203477,2015-16,00,1610612755,PHI,25.0,77,39,1966.0,260,722,0.36,176,485,0.363,150,180,0.833,20,154,174,137,56,12,91,133,846
13,202397,2015-16,00,1610612740,NOP,27.0,27,3,617.0,98,228,0.43,10,33,0.303,33,43,0.767,14,78,92,154,24,6,45,38,239
14,202397,2015-16,00,1610612755,PHI,27.0,50,50,1622.0,299,739,0.405,46,137,0.336,89,133,0.669,29,184,213,348,64,18,130,95,733
15,202397,2015-16,00,0,TOT,27.0,77,53,2239.0,397,967,0.411,56,170,0.329,122,176,0.693,43,262,305,502,88,24,175,133,972
1,203457,2015-16,00,1610612755,PHI,22.0,67,62,1965.0,306,587,0.521,1,2,0.5,134,227,0.59,154,388,542,122,118,100,158,192,747
3,203088,2015-16,00,1610612755,PHI,24.0,30,6,400.0,43,118,0.364,16,49,0.327,9,13,0.692,2,26,28,73,16,2,43,30,111
12,201171,2015-16,00,1610612755,PHI,32.0,36,12,569.0,139,250,0.556,6,13,0.462,67,91,0.736,49,97,146,32,12,9,22,69,351
0,1626143,2015-16,00,1610612755,PHI,20.0,53,48,1591.0,397,781,0.508,1,6,0.167,133,194,0.686,122,251,373,65,22,61,124,140,928
1,203917,2015-16,00,1610612755,PHI,22.0,73,35,1809.0,210,545,0.385,106,325,0.326,91,118,0.771,23,160,183,138,44,20,94,115,617
0,204456,2015-16,00,1610612755,PHI,24.0,81,17,1606.0,218,464,0.47,31,89,0.348,26,41,0.634,43,207,250,367,95,10,140,114,493
0,1626158,2015-16,00,1610612755,PHI,22.0,51,1,702.0,114,222,0.514,8,44,0.182,51,74,0.689,62,73,135,33,19,40,32,92,287
2,203138,2015-16,00,1610612755,PHI,25.0,77,17,2154.0,270,680,0.397,149,392,0.38,69,96,0.719,54,218,272,99,36,24,76,187,758
2,203496,2015-16,00,1610612755,PHI,25.0,67,49,1903.0,274,712,0.385,170,482,0.353,140,177,0.791,65,354,419,97,105,40,143,232,858
0,1626174,2015-16,00,1610612755,PHI,20.0,17,0,145.0,22,53,0.415,4,11,0.364,13,21,0.619,13,25,38,3,5,7,2,11,61
1,203924,2015-16,00,1610612755,PHI,22.0,77,52,2066.0,251,599,0.419,35,146,0.24,212,322,0.658,99,262,361,135,54,127,110,215,749
16,1882,2015-16,00,1610612755,PHI,37.0,17,1,225.0,31,72,0.431,0,1,0.0,8,9,0.889,9,54,63,18,9,8,11,32,70
