,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
6,947,2002-03,00,1610612755,PHI,28.0,82,82,3484.0,804,1940,0.414,84,303,0.277,570,736,0.774,68,276,344,454,225,13,286,149,2262
5,1496,2002-03,00,1610612755,PHI,27.0,74,73,2341.0,459,952,0.482,65,176,0.369,193,240,0.804,159,365,524,93,63,30,150,251,1176
10,42,2002-03,00,1610612755,PHI,31.0,21,2,277.0,34,80,0.425,0,2,0.0,24,32,0.75,12,33,45,26,12,5,17,33,92
0,2422,2002-03,00,1610612755,PHI,23.0,64,1,504.0,48,116,0.414,10,31,0.323,26,35,0.743,16,43,59,47,17,6,29,53,132
12,243,2002-03,00,1610612755,PHI,30.0,80,40,2378.0,286,666,0.429,37,112,0.33,112,134,0.836,61,289,350,278,131,9,109,177,721
14,95,2002-03,00,1610612755,PHI,38.0,11,0,76.0,5,17,0.294,0,0,0.0,2,2,1.0,7,9,16,1,1,1,5,12,12
15,95,2002-03,00,1610612743,DEN,38.0,3,0,15.0,0,1,0.0,0,0,0.0,1,2,0.5,1,1,2,2,0,0,2,4,1
16,95,2002-03,00,1610612738,BOS,38.0,2,0,8.0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,2,0
17,95,2002-03,00,0,TOT,38.0,16,0,99.0,5,19,0.263,0,0,0.0,3,4,0.75,8,12,20,4,1,1,7,18,13
3,1928,2002-03,00,1610612755,PHI,27.0,42,35,809.0,123,238,0.517,0,0,0.0,53,79,0.671,66,130,196,20,19,32,35,107,299
0,981,2002-03,00,1610612755,PHI,27.0,35,0,143.0,20,59,0.339,4,8,0.5,8,9,0.889,10,16,26,7,6,2,4,21,52
9,727,2002-03,00,1610612755,PHI,30.0,82,82,3109.0,361,799,0.452,7,32,0.219,325,379,0.858,71,230,301,544,133,11,194,235,1054
3,1761,2002-03,00,1610612755,PHI,26.0,75,5,1516.0,185,398,0.465,15,55,0.273,65,81,0.802,72,144,216,96,72,16,62,203,450
1,2245,2002-03,00,1610612761,TOR,24.0,5,3,115.0,11,35,0.314,0,2,0.0,6,8,0.75,3,12,15,3,1,0,6,14,28
2,1609,2002-03,00,1610612755,PHI,30.0,19,0,131.0,19,50,0.38,1,1,1.0,1,5,0.2,13,27,40,2,2,8,9,22,40
3,1609,2002-03,00,1610612761,TOR,30.0,7,0,79.0,9,25,0.36,1,2,0.5,1,5,0.2,8,12,20,4,3,3,11,13,20
4,1609,2002-03,00,0,TOT,30.0,26,0,210.0,28,75,0.373,2,3,0.667,2,10,0.2,21,39,60,6,5,11,20,35,60
12,934,2002-03,00,1610612755,PHI,36.0,64,35,1742.0,223,498,0.448,22,67,0.328,134,171,0.784,151,299,450,87,53,69,96,171,602
4,1730,2002-03,00,1610612755,PHI,27.0,77,9,1384.0,182,331,0.55,0,0,0.0,97,161,0.602,136,230,366,19,47,53,62,176,461
