,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
6,2563,2009-10,00,1610612754,IND,29.0,76,26,1892.0,287,623,0.461,4,32,0.125,198,257,0.77,48,181,229,150,40,39,129,237,776
10,2248,2009-10,00,1610612754,IND,31.0,79,52,2322.0,223,524,0.426,53,184,0.288,120,169,0.71,54,186,240,399,104,16,175,181,619
10,2211,2009-10,00,1610612754,IND,30.0,72,69,2344.0,384,813,0.472,128,333,0.384,154,193,0.798,129,608,737,150,72,34,100,175,1050
5,2551,2009-10,00,1610612754,IND,27.0,47,32,1189.0,186,418,0.445,8,50,0.16,104,135,0.77,41,108,149,180,44,11,90,102,484
10,1902,2009-10,00,1610612754,IND,33.0,16,3,255.0,22,46,0.478,0,1,0.0,5,9,0.556,34,47,81,21,3,4,14,45,49
6,101129,2009-10,00,1610612754,IND,27.0,47,10,813.0,136,311,0.437,37,105,0.352,48,58,0.828,6,74,80,72,18,9,54,53,357
9,2399,2009-10,00,1610612754,IND,29.0,67,15,1486.0,229,558,0.41,75,236,0.318,133,158,0.842,25,211,236,103,38,15,72,105,666
0,201985,2009-10,00,1610612754,IND,23.0,56,2,865.0,145,354,0.41,60,174,0.345,60,75,0.8,12,76,88,106,35,3,59,53,410
1,201575,2009-10,00,1610612754,IND,24.0,82,64,2491.0,297,702,0.423,124,302,0.411,56,89,0.629,41,305,346,112,56,65,93,159,774
2,201177,2009-10,00,1610612754,IND,23.0,42,3,524.0,76,146,0.521,8,23,0.348,19,38,0.5,40,87,127,44,17,16,19,74,179
4,101122,2009-10,00,1610612754,IND,27.0,62,62,2278.0,488,1139,0.428,158,438,0.361,363,428,0.848,67,275,342,171,94,51,157,183,1497
3,200780,2009-10,00,1610612754,IND,25.0,52,2,675.0,78,176,0.443,0,3,0.0,51,71,0.718,51,93,144,32,14,37,40,125,207
0,201946,2009-10,00,1610612754,IND,24.0,29,1,511.0,81,225,0.36,0,4,0.0,84,113,0.743,60,78,138,28,17,8,21,70,246
1,201579,2009-10,00,1610612754,IND,23.0,81,69,2035.0,387,782,0.495,3,6,0.5,169,224,0.754,177,287,464,158,30,131,145,285,946
