,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
8,2563,2011-12,00,1610612754,IND,31.0,65,3,1052.0,115,281,0.409,33,77,0.429,83,99,0.838,23,94,117,63,23,11,46,119,346
2,201954,2011-12,00,1610612754,IND,24.0,60,56,1878.0,230,523,0.44,34,94,0.362,127,153,0.83,30,157,187,287,49,14,114,101,621
3,201588,2011-12,00,1610612754,IND,26.0,50,9,1274.0,168,380,0.442,54,147,0.367,91,117,0.778,31,120,151,145,42,17,52,98,481
1,202362,2011-12,00,1610612754,IND,21.0,42,1,442.0,47,125,0.376,4,30,0.133,8,17,0.471,12,41,53,46,21,5,36,30,106
12,1902,2011-12,00,1610612754,IND,35.0,11,0,141.0,9,18,0.5,1,1,1.0,6,9,0.667,18,24,42,4,8,1,7,26,25
2,201985,2011-12,00,1610612754,IND,25.0,44,1,568.0,59,174,0.339,26,88,0.295,28,35,0.8,13,48,61,86,20,2,32,30,172
7,200811,2011-12,00,1610612754,IND,29.0,60,0,753.0,89,207,0.43,0,0,0.0,35,82,0.427,94,128,222,14,27,44,45,125,213
8,2561,2011-12,00,1610612754,IND,31.0,66,66,1925.0,349,716,0.487,2,9,0.222,142,176,0.807,118,315,433,140,52,46,93,160,842
1,202331,2011-12,00,1610612754,IND,22.0,66,66,1958.0,281,639,0.44,90,234,0.385,146,182,0.802,56,314,370,158,108,38,117,191,798
8,2571,2011-12,00,1610612761,TOR,29.0,42,0,946.0,198,454,0.436,40,111,0.36,76,91,0.835,21,58,79,63,36,7,68,101,512
9,2571,2011-12,00,1610612754,IND,29.0,22,0,436.0,73,183,0.399,25,59,0.424,25,33,0.758,12,37,49,33,20,0,26,34,196
10,2571,2011-12,00,0,TOT,29.0,64,0,1382.0,271,637,0.425,65,170,0.382,101,124,0.815,33,95,128,96,56,7,94,135,708
1,201965,2011-12,00,1610612754,IND,25.0,20,1,106.0,15,36,0.417,0,0,0.0,4,7,0.571,12,21,33,4,3,2,2,16,34
6,101122,2011-12,00,1610612754,IND,29.0,62,62,2062.0,391,941,0.416,123,323,0.381,254,291,0.873,79,228,307,109,62,40,110,144,1159
4,201178,2011-12,00,1610612754,IND,25.0,3,0,17.0,2,5,0.4,0,0,0.0,4,6,0.667,2,7,9,1,2,0,0,2,8
2,201946,2011-12,00,1610612754,IND,26.0,66,0,1442.0,194,479,0.405,0,1,0.0,226,278,0.813,113,177,290,30,54,9,65,159,614
3,201579,2011-12,00,1610612754,IND,25.0,65,65,1937.0,332,668,0.497,0,1,0.0,170,239,0.711,213,359,572,108,32,128,128,195,834
