,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
3,200755,2009-10,00,1610612753,ORL,26.0,82,9,1808.0,243,553,0.439,111,274,0.405,191,222,0.86,17,138,155,158,28,4,63,118,788
20,1533,2009-10,00,1610612753,ORL,35.0,31,0,406.0,49,111,0.441,13,39,0.333,19,20,0.95,8,40,48,63,11,1,26,32,130
11,1740,2009-10,00,1610612753,ORL,30.0,72,72,2369.0,350,805,0.435,168,423,0.397,145,180,0.806,62,256,318,107,78,28,108,180,1013
5,2730,2009-10,00,1610612753,ORL,24.0,82,82,2843.0,510,834,0.612,0,7,0.0,483,816,0.592,284,798,1082,144,75,228,274,287,1503
2,101162,2009-10,00,1610612753,ORL,26.0,81,0,1088.0,121,227,0.533,0,3,0.0,51,75,0.68,104,237,341,17,17,70,46,138,293
5,2749,2009-10,00,1610612753,ORL,28.0,65,64,1860.0,317,706,0.449,86,226,0.381,98,116,0.845,26,168,194,353,48,2,139,147,818
13,1713,2009-10,00,1610612753,ORL,33.0,75,74,2310.0,434,1015,0.428,119,324,0.367,257,306,0.84,33,260,293,236,53,18,106,189,1244
6,2554,2009-10,00,1610612753,ORL,28.0,75,24,1687.0,233,539,0.432,116,306,0.379,69,109,0.633,39,176,215,49,53,31,69,138,651
8,2440,2009-10,00,1610612753,ORL,30.0,81,58,2097.0,271,557,0.487,66,207,0.319,108,146,0.74,106,339,445,134,59,30,112,185,716
4,101138,2009-10,00,1610612753,ORL,25.0,50,3,648.0,119,233,0.511,0,0,0.0,52,63,0.825,54,73,127,19,12,27,31,69,290
1,201583,2009-10,00,1610612753,ORL,22.0,63,6,911.0,169,388,0.436,78,211,0.37,71,82,0.866,70,132,202,37,25,14,56,81,487
10,1715,2009-10,00,1610612753,ORL,34.0,82,18,1703.0,189,426,0.444,84,221,0.38,31,41,0.756,7,119,126,298,53,3,87,65,493
