,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
9,1747,2008-09,00,1610612745,HOU,32.0,48,48,1591.0,193,522,0.37,80,230,0.348,86,109,0.789,25,119,144,258,57,7,88,72,552
10,1747,2008-09,00,1610612753,ORL,32.0,29,28,856.0,123,298,0.413,32,101,0.317,70,99,0.707,8,75,83,148,51,3,52,63,348
11,1747,2008-09,00,0,TOT,32.0,77,76,2447.0,316,820,0.385,112,331,0.338,156,208,0.75,33,194,227,406,108,10,140,135,900
12,1499,2008-09,00,1610612753,ORL,33.0,77,3,1202.0,158,323,0.489,2,9,0.222,54,82,0.659,92,186,278,31,26,25,46,112,372
2,200755,2008-09,00,1610612753,ORL,25.0,64,5,1111.0,117,299,0.391,67,179,0.374,81,93,0.871,8,101,109,73,21,1,54,72,382
19,1533,2008-09,00,1610612753,ORL,34.0,80,12,1481.0,154,381,0.404,52,133,0.391,61,81,0.753,29,118,147,200,46,5,82,111,421
10,1740,2008-09,00,1610612753,ORL,29.0,79,79,2859.0,478,1089,0.439,220,554,0.397,225,269,0.836,92,361,453,205,81,51,158,194,1401
14,1731,2008-09,00,1610612749,MIL,32.0,30,0,392.0,54,119,0.454,21,45,0.467,12,16,0.75,6,29,35,46,6,0,21,41,141
15,1731,2008-09,00,1610612753,ORL,32.0,14,0,129.0,17,43,0.395,6,17,0.353,2,3,0.667,0,11,11,14,2,0,2,13,42
16,1731,2008-09,00,0,TOT,32.0,44,0,521.0,71,162,0.438,27,62,0.435,14,19,0.737,6,40,46,60,8,0,23,54,183
0,201584,2008-09,00,1610612753,ORL,23.0,77,42,1939.0,243,540,0.45,82,203,0.404,78,94,0.83,18,160,178,91,76,14,69,157,646
4,2730,2008-09,00,1610612753,ORL,23.0,79,79,2821.0,560,979,0.572,0,2,0.0,504,849,0.594,336,757,1093,112,77,231,240,270,1624
1,101162,2008-09,00,1610612753,ORL,25.0,63,3,794.0,106,187,0.567,1,1,1.0,26,45,0.578,96,190,286,14,18,53,25,111,239
4,2749,2008-09,00,1610612753,ORL,27.0,42,42,1309.0,267,531,0.503,82,181,0.453,86,97,0.887,20,125,145,226,51,3,83,123,702
8,2045,2008-09,00,1610612753,ORL,30.0,77,77,2815.0,423,1025,0.413,134,376,0.356,314,389,0.807,45,365,410,375,64,19,204,218,1294
5,2554,2008-09,00,1610612753,ORL,27.0,54,25,1329.0,176,426,0.413,80,223,0.359,78,110,0.709,44,132,176,65,31,24,56,126,510
11,1502,2008-09,00,1610612763,MEM,34.0,1,0,3.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
12,1502,2008-09,00,1610612753,ORL,34.0,9,0,59.0,7,11,0.636,0,0,0.0,3,6,0.5,9,17,26,1,0,8,3,4,17
13,1502,2008-09,00,0,TOT,34.0,10,0,62.0,7,11,0.636,0,0,0.0,3,6,0.5,9,17,26,1,0,8,3,5,17
7,200978,2008-09,00,1610612753,ORL,25.0,12,0,93.0,14,49,0.286,6,17,0.353,3,6,0.5,1,13,14,3,0,0,3,6,37
