,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2,203932,2016-17,00,1610612753,ORL,21.0,80,72,2298.0,393,865,0.454,77,267,0.288,156,217,0.719,116,289,405,150,65,40,89,172,1019
2,204014,2016-17,00,1610612753,ORL,31.0,45,0,314.0,31,88,0.352,20,64,0.313,0,0,0.0,5,20,25,20,12,1,9,31,82
2,203901,2016-17,00,1610612753,ORL,23.0,82,58,2412.0,430,912,0.471,40,146,0.274,146,211,0.692,89,298,387,529,88,40,178,177,1046
1,1626209,2016-17,00,1610612753,ORL,22.0,65,2,960.0,117,330,0.355,43,144,0.299,40,50,0.8,20,126,146,62,30,15,58,74,317
5,202696,2016-17,00,1610612753,ORL,26.0,75,55,2163.0,483,1031,0.468,23,75,0.307,107,160,0.669,176,603,779,208,76,74,117,180,1096
4,203095,2016-17,00,1610612753,ORL,24.0,68,66,2234.0,408,930,0.439,128,360,0.356,223,277,0.805,44,165,209,202,66,4,141,180,1167
5,202687,2016-17,00,1610612753,ORL,24.0,81,27,1793.0,179,339,0.528,0,0,0.0,125,234,0.534,157,410,567,74,25,91,95,202,483
0,1627875,2016-17,00,1610612753,ORL,23.0,5,0,48.0,2,7,0.286,1,2,0.5,9,10,0.9,1,8,9,3,1,0,2,5,14
14,201571,2016-17,00,1610612753,ORL,29.0,78,20,1538.0,195,517,0.377,95,274,0.347,131,161,0.814,15,102,117,209,31,1,90,101,616
9,201975,2016-17,00,1610612753,ORL,29.0,36,10,738.0,103,256,0.402,56,137,0.409,65,74,0.878,5,72,77,45,34,4,36,41,327
0,1627868,2016-17,00,1610612753,ORL,24.0,5,0,43.0,0,7,0.0,0,5,0.0,0,0,0.0,1,6,7,0,0,0,3,4,0
4,203082,2016-17,00,1610612761,TOR,26.0,54,0,1207.0,211,479,0.441,96,256,0.375,41,50,0.82,14,124,138,45,53,20,33,82,559
5,203082,2016-17,00,1610612753,ORL,26.0,24,24,748.0,115,267,0.431,46,135,0.341,23,27,0.852,4,64,68,43,34,13,35,61,299
6,203082,2016-17,00,0,TOT,26.0,78,24,1955.0,326,746,0.437,142,391,0.363,64,77,0.831,18,188,206,88,87,33,68,143,858
9,201228,2016-17,00,1610612753,ORL,33.0,62,9,1013.0,96,248,0.387,32,105,0.305,57,66,0.864,16,73,89,114,43,2,47,84,281
0,1627757,2016-17,00,1610612753,ORL,20.0,19,0,108.0,10,31,0.323,0,0,0.0,3,5,0.6,11,24,35,4,2,5,3,17,23
14,201145,2016-17,00,1610612753,ORL,30.0,69,11,1534.0,220,558,0.394,53,193,0.275,145,168,0.863,39,175,214,81,37,13,75,103,638
